title,imdbid,year,rating,binary
"Legend of Zorro, The",0386140,2005,1,0
King Kong,0360717,2005,0,0
Factotum,0417658,2005,1,0
Chinjeolhan geumjassi,0451094,2005,3,1
"Pleasure Drivers, The",0425357,2005,3,1
North Country,0395972,2005,3,1
House of the Dead 2,0435665,2005,3,1
Thank You for Smoking,0427944,2005,1,0
"Ring Two, The",0377109,2005,3,1
Oliver Twist,0380599,2005,1,0
Sin City,0401792,2005,3,1
Swimmers,0384573,2005,3,1
"Ballad of Jack and Rose, The",0357110,2005,3,1
Separate Lies,0369053,2005,1,0
Hide and Seek,0382077,2005,3,1
Transporter 2,0388482,2005,1,0
"New World, The",0402399,2005,3,1
Adam &amp; Steve,0372122,2005,3,1
"Yours, Mine and Ours",0443295,2005,3,1
Danny the dog,0342258,2005,1,0
"Island, The",0399201,2005,3,1
Domino,0421054,2005,3,1
"Muppets&#39; Wizard of Oz, The",0422778,2005,3,1
"Exorcism of Emily Rose, The",0404032,2005,3,1
Brick,0393109,2005,1,0
Dear Wendy,0342272,2005,1,0
"Sun, The",0439817,2005,0,0
Kiss Kiss Bang Bang,0373469,2005,1,0
Four Brothers,0430105,2005,1,0
A History of Violence,0399146,2005,3,1
Little Fish,0382810,2005,3,1
Cry_Wolf,0384286,2005,3,1
13 Tzameti,0475169,2005,1,0
"Longest Yard, The",0398165,2005,1,0
Hoodwinked!,0443536,2005,3,1
Boogeyman,0357507,2005,2,0
Rumor Has It...,0398375,2005,3,1
Vampire Bats,0473105,2005,3,1
Rent,0294870,2005,3,1
Pride and Prejudice,0414387,2005,3,1
Into Great Silence,0478160,2005,0,0
"Squid and the Whale, The",0367089,2005,2,0
Sweet Land,0428038,2005,3,1
Turtles Are Surprisingly Fast Swimmers,0455577,2005,3,1
20 centimetros,0421528,2005,3,1
Die You Zombie Bastards!,0349349,2005,1,0
Mortuary,0415167,2005,3,1
Miss Congeniality 2: Armed &amp; Fabulous,0385307,2005,3,1
Saw II,0432348,2005,3,1
Junebug,0418773,2005,3,1
Son of the Mask,0362165,2005,1,0
Bratz: Rock Angelz,0492571,2005,3,1
Strangers with Candy,0369994,2005,3,1
Paradise Now,0445620,2005,1,0
Zathura: A Space Adventure,0406375,2005,0,0
"Mostly Unfabulous Social Life of Ethan Green, The",0424287,2005,3,1
Kingdom of Heaven,0320661,2005,0,0
Tristram Shandy: A Cock and Bull Story,0423409,2005,2,0
Ice Princess,0396652,2005,3,1
"Jacket, The",0366627,2005,2,0
Coach Carter,0393162,2005,3,1
Nine Lives,0420015,2005,3,1
Keeping Mum,0444653,2005,3,1
Hostel,0450278,2005,1,0
Enron: The Smartest Guys in the Room,1016268,2005,1,0
Fingersmith,0423651,2005,3,1
Bad Reputation,0478976,2005,3,1
Wedding Crashers,0396269,2005,3,1
Kids in America,0408961,2005,3,1
Shopgirl,0338427,2005,2,0
"Wedding Date, The",0372532,2005,3,1
Must Love Dogs,0417001,2005,2,0
Proof,0377107,2005,3,1
AEon Flux,0402022,2005,3,1
Angel-A,0473753,2005,0,0
L&#39;empire des loups,0402158,2005,3,1
Single White Female 2: The Psycho,0448120,2005,3,1
Cinderella Man,0352248,2005,2,0
Assault on Precinct 13,0398712,2005,3,1
In Her Shoes,0388125,2005,3,1
Valiant,0361089,2005,1,0
Conversations with Other Women,0435623,2005,0,0
Chicken Little,0371606,2005,1,0
Wolf Creek,0416315,2005,3,1
Little Manhattan,0412922,2005,3,1
Die Hohle des gelben Hundes,0432325,2005,3,1
Little Einsteins,0756522,2005,1,0
House of Wax,0397065,2005,2,0
"Prize Winner of Defiance, Ohio, The",0406158,2005,3,1
"Violin, The",0451966,2005,1,0
Kronk&#39;s New Groove,0401398,2005,3,1
Breakfast on Pluto,0411195,2005,2,0
BloodRayne,0383222,2005,3,1
Brokeback Mountain,0388795,2005,2,0
Stealth,0382992,2005,1,0
Happy Endings,0361693,2005,3,1
Star Wars: Episode III - Revenge of the Sith,0121766,2005,1,0
Fr&aacute;giles (Fragile),0422272,2005,3,1
Waiting...,0348333,2005,3,1
Just Like Heaven,0425123,2005,3,1
Gekijoban XXXHolic Manatsu no yoru no yume,0466405,2005,3,1
A Bittersweet Life (Dalkomhan insaeng),0456912,2005,2,0
Boy Eats Girl,0415679,2005,2,0
"Amityville Horror, The",0384806,2005,3,1
Hate Crime,0415833,2005,2,0
Memoirs of a Geisha,0397535,2005,3,1
Hustle &amp; Flow,0410097,2005,3,1
"Descent, The",0435625,2005,3,1
Lords of Dogtown,0355702,2005,2,0
Fun with Dick and Jane,0369441,2005,3,1
Wild Things: Diamonds in the Rough,0448179,2005,3,1
"Proposition, The",0421238,2005,1,0
Sky High,0405325,2005,3,1
Dark Water,0382628,2005,3,1
MirrorMask,0366780,2005,3,1
Urban Legends: Bloody Mary,0451957,2005,3,1
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",0363771,2005,3,1
"Good Night, and Good Luck.",0433383,2005,1,0
"Fog, The",0432291,2005,3,1
Doom,0419706,2005,1,0
Barbie: Fairytopia,0450982,2005,3,1
Barbie and the Magic of Pegasus,0480345,2005,3,1
Me and You and Everyone We Know,0415978,2005,3,1
Constantine,0360486,2005,1,0
"Skeleton Key, The",0397101,2005,3,1
Robots,0358082,2005,1,0
Romance &amp; Cigarettes,0368222,2005,3,1
"Aura, The",0420509,2005,1,0
Match Point,0416320,2005,3,1
"Adventures of Sharkboy and Lavagirl 3-D, The",0424774,2005,1,0
Gespenster,0419773,2005,3,1
Hitch,0386588,2005,2,0
Tideland,0410764,2005,3,1
Red Eye,0421239,2005,3,1
Mrs Palfrey at The Claremont,0421229,2005,3,1
Walk the Line,0358273,2005,3,1
Munich,0408306,2005,1,0
Star Wars: Revelations,0457489,2005,3,1
Harry Potter and the Goblet of Fire,0330373,2005,1,0
Serenity,0379786,2005,3,1
Final Fantasy VII: Advent Children,0385700,2005,3,1
Twelve and Holding,0417385,2005,3,1
"Constant Gardener, The",0387131,2005,3,1
"Call of Cthulhu, The",0478988,2005,0,0
Funky Forest: The First Contact,0451829,2005,3,1
"Perfect Man, The",0380623,2005,3,1
Rofuto,0443231,2005,3,1
Linda Linda Linda,0468795,2005,3,1
Grey&#39;s Anatomy,0413573,2005,0,0
Monster-in-Law,0369735,2005,0,0
Elektra,0357277,2005,3,1
West Bank Story,0438575,2005,1,0
Jarhead,0418763,2005,0,0
Transamerica,0407265,2005,3,1
Rings,0449092,2005,1,0
Madagascar,0351283,2005,0,0
Lord of War,0399295,2005,2,0
Sophie Scholl - Die letzten Tage,0426578,2005,3,1
Joyeux No&euml;l,0424205,2005,0,0
Cursed,0257516,2005,3,1
War of the Worlds,0407304,2005,3,1
Imagine Me &amp;amp; You,0421994,2005,3,1
Flightplan,0408790,2005,3,1
Last Order: Final Fantasy VII,0489134,2005,0,0
Capote,0379725,2005,3,1
Man of the House,0331933,2005,3,1
Mr. &amp; Mrs. Smith,0356910,2005,2,0
Beauty Shop,0388500,2005,3,1
"Devil&#39;s Rejects, The",0395584,2005,3,1
Hard Candy,0424136,2005,3,1
Batman Begins,0372784,2005,1,0
Boynton Beach Club,0439478,2005,3,1
Fantastic Four,0120667,2005,1,0
Le couperet,0422015,2005,3,1
White Noise,0375210,2005,1,0
"Hitchhiker&#39;s Guide to the Galaxy, The",0371724,2005,1,0
"40 Year Old Virgin, The",0405422,2005,3,1
V for Vendetta,0434409,2005,3,1
Broken Flowers,0412019,2005,3,1
"Sisterhood of the Traveling Pants, The",0403508,2005,3,1
Kinky Boots,0434124,2005,3,1
Casanova,0402894,2005,3,1
Nana,0471834,2005,3,1
Legion of the Dead,0441041,2005,3,1
"Producers, The",0395251,2005,0,0
Rinne,0456630,2005,3,1
Twitches,0467421,2005,1,0
"Pacifier, The",0395699,2005,3,1
Free Zone,0441761,2005,3,1
Nacho Libre,0457510,2006,0,0
Nina&#39;s Heavenly Delights,0435706,2006,3,1
"Zombie Diaries, The",0876294,2006,3,1
"Page Turner, The",0487503,2006,3,1
Caffeine,0460732,2006,3,1
Brand Upon The Brain!,0443455,2006,3,1
"Painted Veil, The",0446755,2006,3,1
Superman Returns,0348150,2006,1,0
"I&#39;m a Cyborg, But That&#39;s OK",0497137,2006,3,1
Love &amp; Suicide,0818940,2006,3,1
Snow cake,0448124,2006,3,1
Dor,0824316,2006,3,1
Fay Grim,0444628,2006,3,1
Shortbus,0367027,2006,3,1
Ultraviolet,0370032,2006,1,0
Kidulthood,0435680,2006,3,1
Lucky Number Slevin,0425210,2006,1,0
"Big Bad Swim, The",0460721,2006,3,1
Hula Girls,0768116,2006,3,1
Eragon,0449010,2006,1,0
Cashback,0460740,2006,3,1
Zoom,0383060,2006,3,1
"Bon Cop, Bad Cop",0479647,2006,1,0
Black Christmas,0454082,2006,3,1
Gray Matters,0375785,2006,3,1
Letters from Iwo Jima,0498380,2006,1,0
"Pink Panther, The",0383216,2006,1,0
Wristcutters: A Love Story,0477139,2006,1,0
Apart From That,0772154,2006,3,1
Little Children,0404203,2006,3,1
"Fountain, The",0414993,2006,3,1
Red Road,0471030,2006,3,1
"History Boys, The",0464049,2006,1,0
"Illusionist, The",0443543,2006,0,0
Rainbow Song,0804513,2006,3,1
Warau Mikaeru,0461612,2006,3,1
"Ant Bully, The",0429589,2006,2,0
"Break Up, The",0452594,2006,1,0
Poultrygeist: Night of the Chicken Dead,0462485,2006,1,0
Inland Empire,0460829,2006,3,1
"Pursuit of Happyness, The",0454921,2006,0,0
"Good Shepherd, The",0343737,2006,0,0
Curse of the Golden Flower,0473444,2006,2,0
A fost sau n-a fost?,0809407,2006,1,0
"Holiday, The",0457939,2006,3,1
Tekkon kinkurito,0831888,2006,0,0
A Scanner Darkly,0405296,2006,1,0
Bordertown,0445935,2006,3,1
Stick It,0430634,2006,3,1
Saw III,0489270,2006,3,1
Little man,,2006,1,0
5ive Girls,0494199,2006,3,1
Step Up,0462590,2006,3,1
Madeinusa,0476298,2006,3,1
Bleach: Memories of Nobody,1105263,2006,3,1
Happy Feet,0366548,2006,3,1
&quot;Masters of Horror&quot; Family,0782399,2006,2,0
&quot;Masters of Horror&quot; Pelts,0779496,2006,1,0
&quot;Masters of Horror&quot; Valerie on the Stairs,0805420,2006,3,1
All The King&#39;s Men,0405676,2006,1,0
Kamome Diner,0483022,2006,3,1
Offside,0499537,2006,3,1
Click,0389860,2006,3,1
For the Love of a Child,0479917,2006,3,1
Altered,0457275,2006,0,0
This Film Is Not Yet Rated,0493459,2006,3,1
When a Stranger Calls,0455857,2006,3,1
Children of Men,0206634,2006,3,1
John Tucker Must Die,0455967,2006,3,1
Wendy Wu: Homecoming Warrior,0790781,2006,3,1
"Librarian: Return to King Solomon&#39;s Mines, The",0455596,2006,1,0
"Wind That Shakes the Barley, The",0460989,2006,1,0
Notes on a Scandal,0465551,2006,3,1
Bug,0470705,2006,3,1
Starter for 10,0477095,2006,2,0
Fast Food Nation,0460792,2006,3,1
Arthur and the Invisibles,0344854,2006,0,0
"Fall, The",0460791,2006,3,1
"Grudge 2, The",0433386,2006,3,1
El laberinto del fauno (Pan's Labyrinth),0457430,2006,3,1
A Crime,0489010,2006,1,0
Das Leben Der Anderen,0405094,2006,0,0
Liu hao chukou (Exit No. 6),0934427,2006,3,1
Paprika,0851578,2006,3,1
Half Light,0412798,2006,3,1
We Are Marshall,0758794,2006,1,0
Brave Story,0778631,2006,1,0
Zwartboek,0389557,2006,3,1
Perfume: The Story of a Murderer,0396171,2006,3,1
London To Brighton,0490166,2006,3,1
Requiem,0454931,2006,3,1
Reprise,0827517,2006,1,0
To Have and to Hold,0876154,2006,3,1
Lonely Hearts,0441774,2006,3,1
Candy,0424880,2006,3,1
High School Musical,0475293,2006,3,1
300,0416449,2006,0,0
Man of the Year,0483726,2006,1,0
A Guide to Recognizing Your Saints,0473488,2006,1,0
Still Life (Sanxia haoren),0859765,2006,2,0
Paris je t&#39;aime,0401711,2006,3,1
Last Holiday,0408985,2006,3,1
Half Nelson,0468489,2006,3,1
I Do,0478724,2006,3,1
Apocalypto,0472043,2006,3,1
"Host, The",0468492,2006,3,1
"Good German, The",0452624,2006,1,0
Tales from the Grudge,0877368,2006,3,1
Glory Road,0385726,2006,3,1
Another Gay Movie,0443431,2006,3,1
Dreamgirls,0443489,2006,3,1
Conversations with God,0489682,2006,1,0
Grandma&#39;s Boy,0456554,2006,3,1
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,0430164,2006,3,1
Peliculas para no dormir: Regreso a Moira,0460897,2006,1,0
Que tan lejos,0951297,2006,3,1
&quot;Masters of Horror&quot; Imprint,0757061,2006,0,0
"Covenant, The",0475944,2006,3,1
Tenacious D in the Pick of Destiny,0365830,2006,0,0
&quot;Masters of Horror&quot; The V Word,0817401,2006,0,0
Grbavica,0464029,2006,3,1
Final Destination 3,0414982,2006,3,1
She&#39;s the Man,0454945,2006,3,1
"Woods, The",0380066,2006,3,1
Times and Winds,0855729,2006,3,1
Little Miss Sunshine,0449059,2006,3,1
Marie Antoinette,0422720,2006,3,1
Il caimano (The Caiman),0429727,2006,3,1
"Queen, The",0436697,2006,3,1
Farval Falkenberg,0855805,2006,0,0
Avenue Montaigne,0444112,2006,3,1
Friends with Money,0436331,2006,3,1
Smokin&#39; Aces,0475394,2006,3,1
Bring It On: All or Nothing,0490822,2006,3,1
Night at the Museum,0477347,2006,3,1
"Guardian, The",0406816,2006,1,0
"Gigolos, The",0462309,2006,1,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0443453,2006,1,0
Five Across the Eyes,0888019,2006,3,1
"Gymnast, The",0473074,2006,3,1
Idlewild,0417225,2006,3,1
Clerks II,0424345,2006,3,1
"Dead Girl, The",0783238,2006,3,1
A Few Days in September,0446442,2006,3,1
Quinceanera,0451176,2006,3,1
"Da Vinci Code, The",0382625,2006,1,0
After the Wedding,0457655,2006,2,0
Mukhsin,0863091,2006,3,1
Bonneville,0487195,2006,3,1
Southland Tales,0405336,2006,3,1
"Devil Wears Prada, The",0458352,2006,3,1
Ice Age: The Meltdown,0438097,2006,1,0
"Lake House, The",0410297,2006,3,1
Psych,0491738,2006,3,1
Black Dahlia,0387877,2006,1,0
Elephants Dream,0807840,2006,0,0
On the Trail of Igor Rizzi,0832958,2006,0,0
Mission: Impossible III,0317919,2006,1,0
For Your Consideration,0470765,2006,3,1
Open Season,0400717,2006,1,0
Stranger Than Fiction,0420223,2006,3,1
Sherrybaby,0423169,2006,3,1
Black Sheep,0779982,2006,1,0
Casino Royale,0381061,2006,1,0
Jackass Number Two,0493430,2006,1,0
In Paris,0769508,2006,1,0
Return To Halloweentown,0816520,2006,3,1
DOA: Dead or Alive,0398913,2006,3,1
Puccini for Beginners,0492481,2006,3,1
Akeelah and the Bee,0437800,2006,3,1
U,0486731,2006,3,1
"Prince &amp; Me II: The Royal Wedding, The",0477072,2006,3,1
Monmon the Water Spider,0768132,2006,0,0
La noche de los girasoles,0456111,2006,2,0
Accepted,0384793,2006,1,0
"Barbie Diaries, The",0795338,2006,3,1
Scary Movie 4,0362120,2006,3,1
Barnyard,0414853,2006,3,1
&quot;Masters of Horror&quot; Haeckel&#39;s Tale,0643106,2006,0,0
RV,0449089,2006,3,1
"Hills Have Eyes, The",0454841,2006,3,1
&quot;Masters of Horror&quot; The Screwfly Solution,0833098,2006,3,1
&quot;Masters of Horror&quot; Sounds Like,0817400,2006,0,0
Beerfest,0486551,2006,3,1
"Prestige, The",0482571,2006,1,0
Lady in the Water,0452637,2006,2,0
Brother Bear 2,0465925,2006,3,1
Slither,0439815,2006,3,1
Mulberry Street,0473514,2006,1,0
Crank,0479884,2006,0,0
Blood Diamond,0450259,2006,1,0
Inside Man,0454848,2006,3,1
Fido,0457572,2006,2,0
X-Men: The Last Stand,0376994,2006,3,1
Dead &amp; Deader,0770739,2006,1,0
Material Girls,0433412,2006,3,1
"Architect, The",0466665,2006,3,1
"Departed, The",0407887,2006,1,0
Amazing Grace,0454776,2006,1,0
Volver,0441909,2006,3,1
Bandidas,0416496,2006,3,1
Idiocracy,0387808,2006,1,0
A Prairie Home Companion,0420087,2006,3,1
"Science of Sleep, The",0354899,2006,3,1
Monster House,0385880,2006,3,1
Loving Annabelle,0323120,2006,3,1
Silent Hill,0384537,2006,3,1
Art School Confidential,0364955,2006,3,1
Hollywoodland,0427969,2006,2,0
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),0808506,2006,3,1
Cow Belles,0489007,2006,3,1
Aquamarine,0429591,2006,3,1
Snakes on a Plane,0417148,2006,3,1
Miss Potter,0482546,2006,3,1
I&#39;m Reed Fish,0464061,2006,2,0
Barbie in the 12 Dancing Princesses,0859594,2006,3,1
Running with Scissors,0439289,2006,3,1
"You, Me and Dupree",0463034,2006,1,0
Once,0907657,2006,2,0
Dreamland,0417614,2006,3,1
Cars,0317219,2006,1,0
Bambi II,0447854,2006,1,0
Rang De Basanti,0405508,2006,3,1
Pirates of the Caribbean: Dead Man&#39;s Chest,0383574,2006,2,0
Penelope,0472160,2006,3,1
Hogfather,0765458,2006,3,1
Flushed Away,0424095,2006,0,0
Poseidon,0409182,2006,2,0
"Hello Sister, Goodbye Life",0476013,2006,3,1
Take the Lead,0446046,2006,3,1
"University of Illinois vs. a Mummy, The",1273816,2006,3,1
I Served the King of England,0284363,2006,1,0
Suburban Mayhem,0450506,2006,3,1
This is England,0480025,2006,3,1
"Unknown Woman, The",0494271,2006,3,1
Hannah Montana,0493093,2006,1,0
Day Night Day Night,0499455,2006,3,1
La vie secr&egrave;te des gens heureux,0807965,2006,1,0
Madea&#39;s Family Reunion,0455612,2006,0,0
Peliculas para no dormir: Para entrar a vivir,0477311,2006,3,1
Peliculas para no dormir: La culpa,0449144,2006,3,1
Peliculas para no dormir: Adivina quien soy,0461826,2006,3,1
Babel,0449467,2006,3,1
&quot;Masters of Horror&quot; Pick Me Up,0643110,2006,2,0
&quot;Masters of Horror&quot; Pro-Life,0785532,2006,3,1
Margot at the Wedding,0757361,2007,3,1
Ekusute (Exte: Hair Extensions),0904049,2007,3,1
Tropa de Elite,0861739,2007,3,1
Appleseed Saga: Ex Machina,1043842,2007,3,1
Ex Drummer,0812243,2007,1,0
Elizabeth: The Golden Age,0414055,2007,3,1
Lynch,1032207,2007,1,0
Juno,0467406,2007,3,1
Harry Potter and the Order of the Phoenix,0373889,2007,3,1
Resident Evil: Extinction,0432021,2007,3,1
Towelhead,0787523,2007,3,1
Shrek the Third,0413267,2007,3,1
88 Minutes,0411061,2007,1,0
Gracie,0441007,2007,3,1
I Know Who Killed Me,0897361,2007,3,1
Fred Claus,0486583,2007,1,0
Transformers,0418279,2007,3,1
"Number 23, The",0481369,2007,1,0
"Jane Austen Book Club, The",0866437,2007,3,1
Year of the dog,0756729,2007,3,1
"Lookout, The",0427470,2007,3,1
"Mist, The",0884328,2007,3,1
Bridge to Terabithia,0398808,2007,3,1
Michael Clayton,0465538,2007,2,0
Caramel,0825236,2007,2,0
"Bourne Ultimatum, The",0440963,2007,2,0
Teeth,0780622,2007,3,1
Northanger Abbey,0844794,2007,3,1
In the Arms of My Enemy,0814795,2007,0,0
Evangelion: 1.0: You Are (Not) Alone,0923811,2007,3,1
Auf der anderen Seite,0880502,2007,3,1
"Ensemble, c&#39;est tout",0792965,2007,3,1
Meet the Robinsons,0396555,2007,1,0
Wool 100%,0884819,2007,3,1
I Am Legend,0480249,2007,3,1
TMNT,0453556,2007,1,0
Sunshine,0448134,2007,1,0
2 Days in Paris,0841044,2007,3,1
Evening,0765447,2007,3,1
"Signal, The",0780607,2007,2,0
Norbit,0477051,2007,2,0
Diary of the Dead,0848557,2007,3,1
Beowulf,0442933,2007,3,1
&quot;Masters of Horror&quot; The Washingtonians,0854548,2007,3,1
High School Musical 2 (TV Movie),0810900,2007,3,1
Bee Movie,0389790,2007,1,0
Reine Geschmacksache,0838192,2007,3,1
Saw IV,0890870,2007,3,1
Viva,0393956,2007,3,1
Epic Movie,0799949,2007,3,1
It&#39;s a Free World...,0807054,2007,3,1
Control,0421082,2007,2,0
Dialogue avec mon jardinier,0825244,2007,1,0
Racing Daylight,0840363,2007,3,1
Lions for lambs,0891527,2007,0,0
&quot;The Backyardigans&quot; International Super Spy,1095573,2007,2,0
&quot;Masters of Horror&quot; Right to Die,0871197,2007,1,0
&quot;Masters of Horror&quot; We All Scream for Ice Cream,0817402,2007,3,1
Gone,0482374,2007,3,1
"Man from London, The",0415127,2007,3,1
"World Unseen, The",1048174,2007,3,1
After Sex,0465375,2007,3,1
Crashing,0475243,2007,2,0
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",1077274,2007,3,1
99 francs,0875113,2007,1,0
Sydney White,0815244,2007,3,1
Persepolis,0808417,2007,3,1
Paranormal Activity,1179904,2007,3,1
La reine soleil,0459959,2007,3,1
No Reservations,0481141,2007,3,1
Watching the Detectives,0472205,2007,1,0
Flight of the Living Dead,0780583,2007,3,1
Hostel: Part II,0498353,2007,3,1
1408,0450385,2007,3,1
Eagle vs Shark,0494222,2007,3,1
28 Weeks Later,0463854,2007,3,1
"Tracey Fragments, The",0801526,2007,3,1
Fantastic Four: Rise of the Silver Surfer,0486576,2007,3,1
Becoming Jane,0416508,2007,3,1
Futurama: Bender's Big Score,0471711,2007,2,0
"Visitor, The",0857191,2007,3,1
Steam,0892100,2007,3,1
Outlaw,0758771,2007,1,0
Beaufort,0758732,2007,0,0
Naissance des pieuvres,0869977,2007,3,1
Ballet Shoes,1083845,2007,3,1
Rush Hour 3,00293564,2007,1,0
"Brave One, The",0476964,2007,3,1
Waitress,0473308,2007,3,1
Fracture,0488120,2007,1,0
"Man from Earth, The",0756683,2007,1,0
Before the Devil Knows You&#39;re Dead,0292963,2007,2,0
Planet Terror,1077258,2007,3,1
Itty Bitty Titty Committee,0496328,2007,3,1
"Simpsons Movie, The",0462538,2007,3,1
St. Trinian&#39;s,0964587,2007,3,1
Halloween,0373883,2007,3,1
Across the Universe,0445922,2007,3,1
Ten Inch Hero,0829297,2007,3,1
Barbie as the Island Princess,1092053,2007,3,1
"Lust, Caution",0808357,2007,3,1
"Diving Bell and the Butterfly, The",0401383,2007,2,0
Mataharis,0780565,2007,3,1
Death at a Funeral,0795368,2007,3,1
3:10 to Yuma,0381849,2007,0,0
XXY,0995829,2007,3,1
Shrooms,0492486,2007,3,1
Brooklyn Rules,0283503,2007,3,1
Death Defying Acts,0472071,2007,3,1
Smiley Face,0780608,2007,3,1
Pirates of the Caribbean: At World&#39;s End,0449088,2007,3,1
Fat Like Me,0889600,2007,3,1
Fermat&#39;s Room,1016301,2007,0,0
Dead Silence,0455760,2007,1,0
Hitman,0465494,2007,0,0
"Darjeeling Limited, The",0838221,2007,1,0
Gone Baby Gone,0452623,2007,3,1
Irina Palm,0762110,2007,3,1
Son of Rambow,0845046,2007,1,0
Lucky Blue,0971205,2007,0,0
"Last Mimzy, The",0768212,2007,3,1
"Reaping, The",0444682,2007,3,1
Grandpa for Christmas,0950740,2007,3,1
&quot;Masters of Horror&quot; The Black Cat,0785533,2007,0,0
Dark Mirror,0486651,2007,3,1
La vie en rose,0450188,2007,3,1
P2,0804516,2007,3,1
"Kite Runner, The",0419887,2007,0,0
Trick &#39;r Treat,0862856,2007,3,1
Love Songs,0996605,2007,3,1
"Life Before Her Eyes, The",0815178,2007,3,1
White Noise 2: The Light,0496436,2007,1,0
"Messengers, The",0425430,2007,3,1
Stardust,0486655,2007,3,1
Bratz,0804452,2007,3,1
Hot Fuzz,0425112,2007,1,0
30 Days of Night,0389722,2007,2,0
If I Had Known I Was a Genius,0758753,2007,2,0
"Band&#39;s Visit, The",1032856,2007,1,0
Death Proof,1028528,2007,3,1
Next,0435705,2007,2,0
Shut em up,0465602,2007,1,0
Imprint,0816530,2007,3,1
Inside,0856288,2007,3,1
Music and Lyrics,0758766,2007,3,1
Vexille,0970472,2007,3,1
P.S. I Love You,0431308,2007,3,1
[Rec],1038988,2007,3,1
La torre de Suso,0896986,2007,1,0
Whisper,0435528,2007,2,0
Chakde! India,0871510,2007,3,1
Freedom Writers,0463998,2007,1,0
Numb,0795439,2007,1,0
"Nanny Diaries, The",0489237,2007,3,1
Charlie Wilson&#39;s War,0472062,2007,3,1
Se upp f&ouml;r d&aring;rarna,0959342,2007,3,1
Ocean's Thirteen,0496806,2007,1,0
"Bucket List, The",0825232,2007,1,0
"Golden Compass, The",0385752,2007,3,1
"Secret, The",0446463,2007,3,1
Live Free or Die Hard,0337978,2007,1,0
How About You,0887745,2007,3,1
Mr. Magorium&#39;s Wonder Emporium,0457419,2007,0,0
5 Centimeters Per Second,0983213,2007,1,0
I Could Never Be Your Woman,0466839,2007,3,1
We Are the Strange,0923985,2007,0,0
Far North,0860866,2007,3,1
There Will Be Blood,0469494,2007,0,0
"King of Kong: A Fistful of Quarters, The",0923752,2007,1,0
Hairspray,0427327,2007,3,1
We Own the Night,0498399,2007,0,0
Eastern Promises,0765443,2007,3,1
"Bad Mother&#39;s Handbook, The",0909010,2007,3,1
&quot;Masters of Horror&quot; Dream Cruise,0868394,2007,1,0
Bleach Movie 2: The Diamond Dust Rebellion,1148261,2007,2,0
"Run, Fatboy, Run",0425413,2007,1,0
Barbie Fairytopia: Magic of the Rainbow,1007920,2007,3,1
Awake,0211933,2007,3,1
Cleaner,0896798,2007,1,0
Transmorphers,0960835,2007,3,1
Sweeney Todd: The Demon Barber of Fleet Street,0408236,2007,1,0
Ninas Mal,0806940,2007,3,1
Charlie Bartlett,0423977,2007,2,0
Superbad,0829482,2007,3,1
Black Water,0816436,2007,3,1
Lars and the real Girl,0805564,2007,3,1
Into the Wild,0758758,2007,1,0
No Country for Old Men,0477348,2007,3,1
Out at the Wedding,0488023,2007,3,1
American Zombie,0765430,2007,3,1
Bratz: Fashion Pixiez,2330312,2007,3,1
Negative Happy Chain Saw Edge,1024856,2007,0,0
Cocalero,0925230,2007,3,1
Tricks,1094278,2007,3,1
"4 Months, 3 Weeks and 2 Days",1032846,2007,3,1
Dan in Real Life,0480242,2007,3,1
Ratatouille,0382932,2007,1,0
Premonition,0477071,2007,3,1
Bring It On: In It to Win It,0972785,2007,3,1
Young People Fucking,0913445,2007,1,0
Hot Rod,0787475,2007,1,0
Enchanted,0461770,2007,3,1
Spider-Man 3,0413300,2007,2,0
Then She Found Me,0455805,2007,3,1
Free Rainer,0810868,2007,2,0
Breach,0401997,2007,1,0
Breakfast with Scot,0910847,2007,1,0
Shooter,0822854,2007,1,0
Because I Said So,0490084,2007,3,1
Disturbia,0486822,2007,3,1
Arranged,0848542,2007,3,1
"Condemned, The",0443473,2007,1,0
Timecrimes,0480669,2007,0,0
"Savages, The",0775529,2007,3,1
Sword of the Stranger,1121794,2007,3,1
Days and Clouds,0887732,2007,3,1
Shelter,0942384,2007,1,0
Bhool Bhulaiyaa,0995031,2007,1,0
Import/Export,0459102,2007,3,1
"So, You&#39;ve Downloaded a Demon",0348062,2007,3,1
Welcome to the Quiet Room,0997174,2007,3,1
My Blueberry Nights,0765120,2007,3,1
Vacancy,0452702,2007,0,0
Blades of Glory,0445934,2007,3,1
She&#39;s a Boy I Knew,1095496,2007,3,1
Knocked Up,0478311,2007,3,1
Salvation,0860528,2007,1,0
Cutlass,1107809,2007,3,1
Wild Hogs,0486946,2007,1,0
King of California,0388182,2007,1,0
"Orphanage, The",0464141,2007,3,1
Atonement,0783233,2007,3,1
Hannibal Rising,0367959,2007,1,0
Cafe com Leite,1166805,2007,0,0
I&#39;m Not There.,0368794,2007,1,0
Shotgun Stories,0952682,2007,3,1
Zodiac,0443706,2007,1,0
"Brothers Solomon, The",0784972,2007,2,0
Nancy Drew,0479500,2007,3,1
