year,imdb,title,binary,budget,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$
2008,tt0959337,Revolutionary Road,PASS,45000000,22911480,79564960,48701534,24796094,86109680
2008,tt1032755,RocknRolla,FAIL,18000000,5700626,27794339,19480614,6169538,30080599
2008,tt0814314,Seven Pounds,PASS,54000000,69951824,166617328,58441841,75705803,180322655
2008,tt1000774,Sex and the City,PASS,57500000,152647258,415247258,62229738,165203458,449403966
2008,tt1010048,Slumdog Millionaire,FAIL,14000000,141319928,384519665,15151588,152944384,416148834
2008,tt0811080,Speed Racer,PASS,120000000,43945766,93394462,129870757,47560583,101076746
2008,tt0838283,Step Brothers,FAIL,65000000,100468793,128468793,70346660,108732985,139036162
2008,tt0862846,Sunshine Cleaning,PASS,5000000,12062558,16462558,5411282,13054780,17816707
2008,tt0936501,Taken,PASS,25000000,145000989,226941585,27056408,156928235,245608963
2008,tt0200465,The Bank Job,PASS,20000000,30060660,66143005,21645126,32533339,71583685
2008,tt0844286,The Brothers Bloom,FAIL,20000000,3531756,5531756,21645126,3822265,5986778
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,PASS,225000000,141621490,419490286,243507670,153270751,453996009
2008,tt0421715,The Curious Case of Benjamin Button,FAIL,160000000,127509326,329809326,173161010,137997773,356938225
2008,tt0468569,The Dark Knight,FAIL,185000000,533345358,1002891358,200217418,577216380,1085385502
2008,tt0970416,The Day the Earth Stood Still,PASS,80000000,79366978,233066978,86580505,85895413,252238208
2008,tt0406759,The Eye,PASS,12000000,31418697,56918697,12987076,34003083,61600619
2008,tt0865556,The Forbidden Kingdom,FAIL,55000000,52075270,129075270,59524097,56358790,139692526
2008,tt0852713,The House Bunny,PASS,25000000,48237389,70237389,27056408,52205219,76014858
2008,tt0887912,The Hurt Locker,FAIL,15000000,17017811,49894223,16233845,18417633,53998338
2008,tt0800080,The Incredible Hulk,FAIL,137500000,134806913,263417913,148810243,145895632,285085699
2008,tt0981072,The Lucky Ones,PASS,14000000,266967,266967,15151588,288927,288927
2008,tt0467200,The Other Boleyn Girl,PASS,40000000,26814957,77714957,43290252,29020656,84107503
2008,tt0976051,The Reader,FAIL,32500000,34194407,113019290,35173330,37007113,122315840
2008,tt0416212,The Secret Life of Bees,PASS,11000000,37770162,39984023,11904819,40876996,43272961
2008,tt1018785,The Sisterhood of the Traveling Pants 2,PASS,27000000,44089964,44270131,29220920,47716642,47911629
2008,tt0482606,The Strangers,FAIL,9000000,52597610,83051676,9740307,56924095,89883201
2008,tt420238,The Tale of Despereaux,PASS,60000000,50877145,90482317,64935379,55062111,97925059
2008,tt0430770,The Women,PASS,16000000,26902075,50103808,17316101,29114940,54225162
2008,tt1125849,The Wrestler,FAIL,6000000,26238243,46634275,6493538,28396504,50470238
2008,tt0800241,Transsiberian,PASS,15000000,2203641,6379575,16233845,2384904,6904335
2008,tt0942385,Tropic Thunder,FAIL,90000000,110461307,188163455,97403068,119547447,203641087
2008,tt1099212,Twilight,PASS,37000000,192769854,397923934,40043484,208626391,430655689
2008,tt0985699,Valkyrie,FAIL,90000000,83077762,203902107,97403068,89911432,220674342
2008,tt0497465,Vicky Cristina Barcelona,PASS,16000000,23216709,104504817,17316101,25126430,113100998
2008,tt0910970,WALL-E,FAIL,180000000,223808164,532590994,194806136,242217798,576399965
2008,tt1185616,Waltz with Bashir,FAIL,2000000,2283849,11125664,2164513,2471710,12040820
2008,tt0493464,Wanted,FAIL,75000000,134508551,342416460,81169223,145572728,370582375
2008,tt1152850,Wendy and Lucy,PASS,300000,865695,1416046,324677,936904,1532525
2008,tt1033643,What Happens In Vegas,PASS,35000000,80277646,218535708,37878971,86880989,236511649
2008,tt1068680,Yes Man,FAIL,50000000,97690976,225990976,54112816,105726675,244580160
2007,tt0450385,1408,PASS,22500000,71985628,131263370,25279728,80878983,147480104
2007,tt0463854,28 Weeks Later,PASS,15000000,28638916,64232714,16853152,32177067,72168247
2007,tt0381849,3:10 to Yuma,FAIL,48000000,53606916,71171825,53930087,60229701,79964640
2007,tt0389722,30 Days of Night,FAIL,30000000,39568996,80276156,33706305,44457488,90193752
2007,tt0411061,88 Minutes,FAIL,30000000,16930884,32955399,33706305,19022584,37026824
2007,tt0445922,Across the Universe,PASS,45000000,24343673,29367143,50559457,27351175,32995262
2007,tt0783233,Atonement,PASS,30000000,50980159,130200290,33706305,57278425,146285687
2007,tt0416508,Becoming Jane,PASS,16500000,18663911,39364948,18538467,20969716,44228231
2007,tt0442933,Beowulf,PASS,150000000,82195215,194995215,168531522,92349898,219085603
2007,tt0445934,Blades of Glory,PASS,61000000,118594548,145594548,68536152,133246132,163581806
2007,tt0398808,Bridge to Terabithia,PASS,25000000,82234139,137984788,28088587,92393631,155031909
2007,tt0283503,Brooklyn Rules,PASS,8000000,458232,458232,8988348,514844,514844
2007,tt0423977,Charlie Bartlett,FAIL,12000000,3950294,5295909,13482522,4438327,5950184
2007,tt0472062,Charlie Wilson&#39;s War,PASS,75000000,66661095,119512771,84265761,74896639,134277795
2007,tt0795368,Death at a Funeral,PASS,21000000,42739347,48977233,23594413,48019515,55028051
2007,tt0848557,Diary of the Dead,PASS,2750000,952620,5394447,3089745,1070310,6060896
2007,tt0486822,Disturbia,PASS,20000000,80209692,117573043,22470870,90119077,132098426
2007,tt0765443,Eastern Promises,PASS,50000000,17181265,55367342,56177174,19303898,62207616
2007,tt0461770,Enchanted,PASS,85000000,127706877,340384141,95501196,143484229,382436383
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,FAIL,120000000,131921738,288215319,134825218,148219809,323822443
2007,tt0452623,Gone Baby Gone,PASS,19000000,20300218,34619699,21347326,22808178,38896737
2007,tt0427327,Hairspray,PASS,75000000,118871849,202871849,84265761,133557691,227935344
2007,tt0373883,Halloween,PASS,15000000,58269151,77514401,16853152,65467925,87090800
2007,tt0367959,Hannibal Rising,FAIL,50000000,27669725,80583311,56177174,31088139,90538854
2007,tt0373889,Harry Potter and the Order of the Phoenix,PASS,150000000,292004738,942943935,168531522,328080020,1059438513
2007,tt0465494,Hitman,FAIL,17500000,39687694,99965792,19662011,44590850,112315914
2007,tt0498353,Hostel: Part II,PASS,7500000,17544812,33606409,8426576,19712359,37758262
2007,tt0425112,Hot Fuzz,FAIL,16000000,23618786,81742618,17976696,26536733,91841386
2007,tt0787475,Hot Rod,FAIL,25000000,13938332,14334401,28088587,15660322,16105323
2007,tt0480249,I Am Legend,PASS,150000000,256393010,585410052,168531522,288068696,657733649
2007,tt0758758,Into the Wild,FAIL,20000000,18354356,56395211,22470870,20621917,63362472
2007,tt0467406,Juno,PASS,7000000,143495265,231450102,7864804,161223170,260044254
2007,tt0478311,Knocked Up,PASS,27500000,148761765,219154490,30897446,167140312,246229599
2007,tt0805564,Lars and the real Girl,PASS,12500000,5956480,10553442,14044294,6692364,11857251
2007,tt0337978,Live Free or Die Hard,FAIL,110000000,134529403,383531464,123589783,151149634,430914277
2007,tt0465538,Michael Clayton,FAIL,21500000,49033882,92987651,24156185,55091699,104475669
2007,tt0758766,Music and Lyrics,FAIL,40000000,50572589,145021477,44941739,56820503,162937935
2007,tt0477348,No Country for Old Men,FAIL,25000000,74273505,164051250,28088587,83449513,184318713
2007,tt0481141,No Reservations,PASS,28000000,43107979,91665799,31459218,48433689,102990511
2007,tt1179904,Paranormal Activity,FAIL,450000,107918810,194183034,505595,121251476,218173082
2007,tt0808417,Persepolis,PASS,7300000,4443403,22742498,8201867,4992356,25552185
2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,PASS,300000000,309420425,960996492,337063045,347647302,1079721346
2007,tt0477071,Premonition,PASS,20000000,47852604,81461343,22470870,53764481,91525361
2007,tt0382932,Ratatouille,FAIL,150000000,206445654,626549695,168531522,231950669,703955827
2007,tt0432021,Resident Evil: Extinction,PASS,45000000,50648679,146162920,50559457,56905993,164220396
2007,tt00293564,Rush Hour 3,FAIL,180000000,140125968,253025968,202237827,157437618,284285677
2007,tt0822854,Shooter,FAIL,60000000,47003582,95703582,67412609,52810568,107527136
2007,tt0413267,Shrek the Third,PASS,160000000,322719944,807330936,179766957,362589890,907071412
2007,tt0964587,St. Trinian&#39;s,PASS,11400000,15000,22446568,12808396,16853,25219695
2007,tt0486655,Stardust,PASS,70000000,38634938,135556675,78648044,43408033,152303819
2007,tt0448134,Sunshine,FAIL,40000000,3688560,32030610,44941739,4144258,35987783
2007,tt0829482,Superbad,FAIL,17500000,121463226,169863226,19662011,136469216,190848721
2007,tt0815244,Sydney White,PASS,16500000,11892415,13636339,18538467,13361645,15321020
2007,tt0780622,Teeth,FAIL,2000000,347578,2350641,2247087,390519,2641047
2007,tt0825232,The Bucket List,FAIL,45000000,93466502,174310293,50559457,105013679,195845194
2007,tt0385752,The Golden Compass,PASS,205000000,70107728,372234864,230326414,78769081,418222056
2007,tt0419887,The Kite Runner,FAIL,20000000,15800078,74180745,22470870,17752075,83345293
2007,tt0425430,The Messengers,PASS,16000000,35374833,53774833,17976696,39745163,60418363
2007,tt0884328,The Mist,PASS,13000000,25593755,54777490,14606065,28755697,61544892
2007,tt0481369,The Number 23,FAIL,32000000,35193167,77593167,35953391,39541053,87179297
2007,tt0775529,The Savages,PASS,9000000,6623082,10642023,10111891,7441321,11956776
2007,tt0780607,The Signal,FAIL,50000,251150,406299,56177,282178,456495
2007,tt0462538,The Simpsons Movie,PASS,72500000,183135014,527071022,81456903,205760152,592187212
2007,tt0857191,The Visitor,FAIL,4000000,9427026,19174817,4494174,10591674,21543741
2007,tt0469494,There Will Be Blood,FAIL,25000000,40222514,77208711,28088587,45191743,86747344
2007,tt0453556,TMNT,FAIL,35000000,54149098,96096018,39324022,60838866,107968055
2007,tt0418279,Transformers,FAIL,151000000,319246193,708272592,169655066,358686980,795775055
2007,tt0861739,Tropa de Elite,PASS,6537890,8744,14319195,7345604,9824,16088238
2007,tt0473308,Waitress,PASS,1500000,19097550,22217183,1685315,21456928,24961971
2007,tt0498399,We Own the Night,FAIL,28000000,28563179,55307857,31459218,32091974,62140782
2006,tt0416449,300,FAIL,60000000,210614939,454161935,69347781,243427977,524918705
2006,tt0405296,A Scanner Darkly,FAIL,20000000,5501616,7405084,23115927,6358748,8558769
2006,tt0437800,Akeelah and the Bee,PASS,8000000,18848430,18959424,9246371,21784947,21913233
2006,tt0429591,Aquamarine,PASS,12000000,18597342,22978953,13869556,21494740,26558990
2006,tt0454082,Black Christmas,PASS,9000000,16235738,16235738,10402167,18765207,18765207
2006,tt0450259,Blood Diamond,FAIL,100000000,57377916,171377916,115579635,66317186,198077969
2006,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,FAIL,18000000,128505958,261572744,20804334,148526717,302324822
2006,tt0470705,Bug,PASS,4000000,7006708,7006708,4623185,8098328,8098328
2006,tt0317219,Cars,FAIL,70000000,244082982,461667967,80905744,282110219,533594150
2006,tt0381061,Casino Royale,FAIL,102000000,167365000,596365000,117891227,193439856,689276488
2006,tt0206634,Children of Men,PASS,76000000,35552383,69450202,87840522,41091314,80270290
2006,tt0424345,Clerks II,FAIL,5000000,24148068,25894473,5778982,27910249,29928737
2006,tt0479884,Crank,FAIL,12000000,27838408,43924923,13869556,32175530,50768266
2006,tt0405094,Das Leben Der Anderen,FAIL,2000000,11284657,81197047,2311593,13042765,93847250
2006,tt0398913,DOA: Dead or Alive,PASS,30000000,480314,7756224,34673890,555145,8964615
2006,tt0449010,Eragon,FAIL,100000000,75030163,249488115,115579635,86719588,288357452
2006,tt0457572,Fido,FAIL,8000000,298110,419801,9246371,344554,485204
2006,tt0414982,Final Destination 3,PASS,25000000,54098051,112798051,28894909,62526330,130371575
2006,tt0424095,Flushed Away,FAIL,149000000,64665672,177665672,172213656,74740347,205345335
2006,tt0470765,For Your Consideration,PASS,12000000,5549923,5549923,13869556,6414581,6414581
2006,tt0436331,Friends with Money,PASS,6500000,13368437,17518322,7512676,15451191,20247613
2006,tt0438097,Ice Age: The Meltdown,FAIL,75000000,195330621,651899282,86684726,225762418,753462808
2006,tt0417225,Idlewild,PASS,15000000,12669914,12669914,17336945,14643840,14643840
2006,tt0454848,Inside Man,FAIL,50000000,88634237,184634237,57789817,102443127,213399577
2006,tt0493430,Jackass Number Two,FAIL,11000000,72778712,85278712,12713760,84117369,98564824
2006,tt0452637,Lady in the Water,FAIL,75000000,42285169,72785169,86684726,48873044,84124832
2006,tt0408985,Last Holiday,PASS,45000000,38399961,43343247,52010836,44382535,50095967
2006,tt0498380,Letters from Iwo Jima,FAIL,13000000,13756082,68756082,15025353,15899229,79468028
2006,tt0404203,Little Children,PASS,14000000,5463019,14763019,16181149,6314137,17063043
2006,tt0449059,Little Miss Sunshine,PASS,8000000,59891098,100550977,9246371,69221912,116216452
2006,tt0425210,Lucky Number Slevin,FAIL,27000000,22495466,55495466,31206501,26000177,64141457
2006,tt0483726,Man of the Year,FAIL,20000000,37442180,41342180,23115927,43275535,47783141
2006,tt0422720,Marie Antoinette,PASS,40000000,15962471,60862471,46231854,18449366,70344622
2006,tt0482546,Miss Potter,PASS,30000000,3005605,35891257,34673890,3473867,41482984
2006,tt0385880,Monster House,PASS,75000000,73661010,141267370,86684726,85137126,163276310
2006,tt0457510,Nacho Libre,FAIL,32000000,80197993,99296462,36985483,92692547,114766488
2006,tt0477347,Night at the Museum,PASS,110000000,250863268,574480841,127137598,289946849,663982857
2006,tt0465551,Notes on a Scandal,PASS,27500000,17510118,49752391,31784400,20238130,57503632
2006,tt0907657,Once,FAIL,150000,9445857,18997174,173369,10917487,21956864
2006,tt0400717,Open Season,FAIL,85000000,85105259,189901703,98242689,98364347,219487695
2006,tt0401711,Paris je t&#39;aime,FAIL,13000000,4857374,4857374,15025353,5614135,5614135
2006,tt0396171,Perfume: The Story of a Murderer,PASS,63700000,2223293,133603463,73624227,2569674,154418394
2006,tt0383574,Pirates of the Caribbean: Dead Man&#39;s Chest,FAIL,225000000,423315812,1060615812,260054178,489266869,1225855881
2006,tt0409182,Poseidon,FAIL,160000000,60674817,181674817,184927415,70127732,209979090
2006,tt0451176,Quinceanera,PASS,400000,1692693,2522787,462319,1956408,2915828
2006,tt0405508,Rang De Basanti,PASS,5300000,2197694,29197694,6125721,2540087,33746588
2006,tt0439289,Running with Scissors,PASS,12000000,6860000,8706701,13869556,7928763,10063173
2006,tt0454945,She&#39;s the Man,FAIL,25000000,33889159,55279608,28894909,39168966,63891969
2006,tt0423169,Sherrybaby,FAIL,2000000,199176,622806,2311593,230207,719837
2006,tt0367027,Shortbus,PASS,2000000,1985292,1985292,2311593,2294593,2294593
2006,tt0384537,Silent Hill,PASS,50000000,46982632,99982632,57789817,54302354,115559561
2006,tt0439815,Slither,PASS,15250000,7802450,12930343,17625894,9018043,14944843
2006,tt0475394,Smokin&#39; Aces,FAIL,17000000,35662731,56047261,19648538,41218854,64779219
2006,tt0417148,Snakes on a Plane,PASS,33000000,34020814,62020814,38141279,39321133,71683430
2006,tt0405336,Southland Tales,PASS,17000000,275380,364607,19648538,318283,421411
2006,tt0430634,Stick It,PASS,20000000,26910736,30399714,23115927,31103330,35135878
2006,tt0420223,Stranger Than Fiction,PASS,30000000,40435190,45235190,34673890,46734845,52282667
2006,tt0348150,Superman Returns,FAIL,232000000,200120000,390874000,268144752,231297965,451770741
2006,tt0446046,Take the Lead,PASS,30000000,34742066,65390493,34673890,40154753,75578093
2006,tt0429589,The Ant Bully,FAIL,45000000,28142535,49610898,52010836,32527039,57340095
2006,tt0452594,The Break Up,FAIL,52000000,118806699,202944203,60101410,137316349,234562168
2006,tt0382625,The Da Vinci Code,FAIL,125000000,217536138,767820459,144474543,251427474,887444081
2006,tt0783238,The Dead Girl,PASS,3300000,19875,19875,3814128,22971,22971
2006,tt0407887,The Departed,FAIL,90000000,133311000,290539042,104021671,154080367,335803963
2006,tt0458352,The Devil Wears Prada,PASS,35000000,124740460,326551094,40452872,144174568,377426561
2006,tt0414993,The Fountain,FAIL,35000000,10144010,15461638,40452872,11724410,17870505
2006,tt0433386,The Grudge 2,PASS,20000000,39143839,70743839,23115927,45242306,81765471
2006,tt0464049,The History Boys,FAIL,3700000,2730296,13425589,4276446,3155666,15517247
2006,tt0457939,The Holiday,PASS,85000000,63280000,205190324,98242689,73138793,237158227
2006,tt0468492,The Host,PASS,50000000,26623701,58188384,57789817,30771576,67253922
2006,tt0443543,The Illusionist,FAIL,16500000,39868642,83792062,19070640,46080031,96846559
2006,tt0410297,The Lake House,FAIL,40000000,52330111,114830111,46231854,60482951,132720223
2006,tt0446755,The Painted Veil,FAIL,19400000,8060487,15118795,22422449,9316281,17474248
2006,tt0482571,The Prestige,FAIL,40000000,53089891,107896006,46231854,61361102,124705810
2006,tt0454921,The Pursuit of Happyness,FAIL,55000000,162586036,307325633,63568799,187916346,355205844
2006,tt0436697,The Queen,FAIL,15000000,56441711,128885873,17336945,65235123,148965821
2006,tt0460989,The Wind That Shakes the Barley,FAIL,8300000,1829142,25670174,9593110,2114116,29669493
2006,tt0370032,Ultraviolet,FAIL,30000000,18522064,20722064,34673890,21407734,23950486
2006,tt0441909,Volver,PASS,9400000,12899867,85599867,10864486,14909619,98936014
2006,tt0758794,We Are Marshall,FAIL,65000000,43545364,43545364,75126763,50329573,50329573
2006,tt0455857,When a Stranger Calls,PASS,15000000,47860214,66944472,17336945,55316660,77374176
2006,tt0477139,Wristcutters: A Love Story,FAIL,1000000,446165,460136,1155796,515676,531824
2006,tt0376994,X-Men: The Last Stand,PASS,210000000,234362462,459359555,242717233,270875277,530926095
2006,tt0383060,Zoom,PASS,35000000,11989328,12506188,40452872,13857222,14454606
2006,tt0389557,Zwartboek,PASS,22000000,4398532,27238354,25427520,5083807,31481990
2005,tt0402022,AEon Flux,PASS,55000000,25857987,47953341,65616822,30849435,57209924
2005,tt0398712,Assault on Precinct 13,PASS,30000000,20040895,36040895,35790994,23909452,42997982
2005,tt0372784,Batman Begins,FAIL,150000000,205343774,373298774,178954969,244981925,445357804
2005,tt0388500,Beauty Shop,PASS,25000000,36351350,38351350,29825828,43368365,45754431
2005,tt0374536,Bewitched,PASS,80000000,63313159,131159306,95442650,75534696,156477397
2005,tt0383222,BloodRayne,FAIL,25000000,2405420,3605420,29825828,2869746,4301386
2005,tt0357507,Boogeyman,FAIL,20000000,46752382,67192859,23860663,55777141,80163307
2005,tt0439478,Boynton Beach Club,PASS,2900000,3127472,3127472,3459796,3731178,3731178
2005,tt0393109,Brick,FAIL,450000,2075743,4087493,536865,2476430,4876515
2005,tt0388795,Brokeback Mountain,FAIL,13900000,83043761,174097801,16583160,99073958,207704444
2005,tt0379725,Capote,FAIL,7000000,28750530,49924079,8351232,34300335,59561080
2005,tt0367594,Charlie and the Chocolate Factory,PASS,150000000,206459076,474459076,178954969,246312517,566045396
2005,tt0451094,Chinjeolhan geumjassi,PASS,4500000,211667,23471871,5368649,252526,28002720
2005,tt0352248,Cinderella Man,FAIL,88000000,61649911,108539911,104986915,73550386,129491710
2005,tt0393162,Coach Carter,PASS,45000000,67264877,76669806,53686491,80249227,91469619
2005,tt0360486,Constantine,FAIL,75000000,75976178,230884728,89477485,90642097,275453129
2005,tt0435623,Conversations with Other Women,FAIL,450000,379418,909061,536865,452658,1084540
2005,tt0121164,Corpse Bride,FAIL,30000000,53359111,114770654,35790994,63659187,136925192
2005,tt0257516,Cursed,PASS,35000000,19294901,25114901,41756160,23019456,29962909
2005,tt0342258,Danny the dog,FAIL,43000000,24537621,49037621,51300425,29274195,58503506
2005,tt0382628,Dark Water,PASS,60000000,25473093,49473093,71581988,30390244,59023039
2005,tt0342272,Dear Wendy,FAIL,8000000,23106,446438,9544265,27566,532615
2005,tt0421054,Domino,PASS,50000000,10169202,22969202,59651656,12132195,27403019
2005,tt0419706,Doom,FAIL,70000000,28212337,54612337,83512319,33658253,65154327
2005,tt0120667,Fantastic Four,FAIL,87500000,154696080,330717080,104390399,184557548,394556433
2005,tt0408790,Flightplan,PASS,55000000,89706988,225706988,65616822,107023409,269275914
2005,tt0369441,Fun with Dick and Jane,PASS,140000000,110550000,201798116,167024638,131889812,240751838
2005,tt0424136,Hard Candy,PASS,950000,1024640,8267066,1133381,1222429,9862884
2005,tt0330373,Harry Potter and the Goblet of Fire,FAIL,150000000,290013036,896911078,178954969,345995160,1070044630
2005,tt0400497,Herbie Fully Loaded,PASS,50000000,66010682,144110682,59651656,78752930,171928818
2005,tt0382077,Hide and Seek,PASS,25000000,51100486,123100486,29825828,60964573,146862958
2005,tt0386588,Hitch,FAIL,55000000,177784257,366784257,65616822,212102508,437585770
2005,tt0443536,Hoodwinked!,PASS,17500000,51386611,109843390,20878080,61305929,131046803
2005,tt0450278,Hostel,FAIL,4800000,47326473,82241110,5726559,56462050,98116369
2005,tt0410097,Hustle &amp; Flow,FAIL,2800000,22202809,23563727,3340493,26488687,28112307
2005,tt0396652,Ice Princess,PASS,25000000,24381334,25732334,29825828,29087739,30699527
2005,tt0418763,Jarhead,FAIL,72000000,62647540,96947540,85898385,74740591,115661627
2005,tt0418773,Junebug,PASS,1000000,2678010,3557954,1193033,3194955,4244757
2005,tt0425123,Just Like Heaven,PASS,58000000,48318130,100687083,69195921,57645130,120123026
2005,tt0360717,King Kong,FAIL,207000000,218080025,550517357,246957858,260176695,656785445
2005,tt0320661,Kingdom of Heaven,FAIL,110000000,47398413,218853353,131233644,56547877,261099301
2005,tt0373469,Kiss Kiss Bang Bang,FAIL,15000000,4235837,13105837,17895497,5053494,15635698
2005,tt0399295,Lord of War,FAIL,42000000,24149632,62142629,50107391,28811311,74138215
2005,tt0351283,Madagascar,FAIL,75000000,193595521,556559566,89477485,230965870,663994001
2005,tt0331933,Man of the House,PASS,50000000,19699706,22099706,59651656,23502402,26365681
2005,tt0416320,Match Point,PASS,15000000,23089926,87989926,17895497,27547047,104974897
2005,tt0415978,Me and You and Everyone We Know,PASS,2000000,3885134,8425527,2386066,4635094,10051933
2005,tt0397535,Memoirs of a Geisha,PASS,85000000,57010853,161510853,101407816,68015836,192687798
2005,tt0366780,MirrorMask,PASS,4000000,864959,963224,4772133,1031925,1149158
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,PASS,60000000,48478006,101382396,71581988,57835867,120952557
2005,tt0356910,Mr. &amp; Mrs. Smith,FAIL,110000000,186336279,478336279,131233644,222305354,570671028
2005,tt0408306,Munich,FAIL,75000000,47379090,130279090,89477485,56524824,155427270
2005,tt0395972,North Country,PASS,30000000,18324242,25224242,35790994,21861428,30093356
2005,tt0380599,Oliver Twist,FAIL,65000000,2070920,26670920,77547153,2470676,31819291
2005,tt0414387,Pride and Prejudice,PASS,28000000,38372662,120918508,33404928,45779857,144259786
2005,tt0377107,Proof,PASS,20000000,7535331,8284331,23860663,8989900,9883481
2005,tt0421239,Red Eye,PASS,26000000,57891803,95555805,31018861,69066839,114001241
2005,tt0294870,Rent,PASS,40000000,29077547,31670620,47721325,34690477,37784099
2005,tt0358082,Robots,FAIL,80000000,128200012,260700012,95442650,152946861,311023751
2005,tt0432348,Saw II,FAIL,5000000,87025093,152925093,5965166,103823819,182444702
2005,tt0379786,Serenity,PASS,39000000,25514517,38514517,46528292,30439664,45949095
2005,tt0338427,Shopgirl,FAIL,7500000,10284523,11758418,8947748,12269777,14028182
2005,tt0401792,Sin City,PASS,40000000,74103820,158753820,47721325,88408312,189398567
2005,tt0474361,Sisters in Law,PASS,300000,33312,33312,357910,39742,39742
2005,tt0405325,Sky High,PASS,60000000,63939454,81627454,71581988,76281887,97384257
2005,tt0362165,Son of the Mask,FAIL,100000000,17018422,59918422,119303313,20303541,71484662
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,FAIL,115000000,380270577,848998877,137198810,453675396,1012883787
2005,tt0382992,Stealth,FAIL,138000000,32116746,76416746,164638572,38316342,91167710
2005,tt0369994,Strangers with Candy,PASS,2000000,2072645,2077844,2386066,2472734,2478937
2005,tt0427944,Thank You for Smoking,FAIL,7500000,24793509,40016662,8947748,29579478,47741203
2005,tt0405422,The 40 Year Old Virgin,FAIL,26000000,109449237,177360047,31018861,130576566,211596412
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,FAIL,50000000,39177684,69425966,59651656,46740275,82827477
2005,tt0384806,The Amityville Horror,PASS,18500000,65233369,109175673,22071113,77825570,130250195
2005,tt0357110,The Ballad of Jack and Rose,PASS,1500000,712294,1126258,1789550,849790,1343663
2005,tt0387131,The Constant Gardener,PASS,25500000,33579798,81079798,30422345,40061811,96730885
2005,tt0435625,The Descent,PASS,7000000,26024456,57029609,8351232,31048038,68038213
2005,tt0395584,The Devil&#39;s Rejects,PASS,7000000,17044981,20940428,8351232,20335227,24982624
2005,tt0404032,The Exorcism of Emily Rose,PASS,18000000,75072454,144587700,21474596,89563925,172497916
2005,tt0432291,The Fog,PASS,18000000,29511112,37048526,21474596,35207734,44200119
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,FAIL,45000000,51019112,104019112,53686491,60867491,124098247
2005,tt0399201,The Island,PASS,120000000,35818913,163018913,143163975,42733150,194486964
2005,tt0366627,The Jacket,FAIL,28500000,6301131,15452978,34001444,7517458,18435915
2005,tt0386140,The Legend of Zorro,FAIL,80000000,45575336,141475336,95442650,54372886,168784763
2005,tt0402399,The New World,FAIL,30000000,12712093,26184400,35790994,15165948,31238857
2005,tt0377109,The Ring Two,PASS,50000000,75941727,161941727,59651656,90600996,193201845
2005,tt0397101,The Skeleton Key,PASS,40000000,47907715,92256918,47721325,57155491,110065560
2005,tt0367089,The Squid and the Whale,FAIL,1500000,7372734,11191423,1789550,8795916,13351738
2005,tt0372532,The Wedding Date,PASS,15000000,31726995,47175038,17895497,37851356,56281383
2005,tt0407265,Transamerica,PASS,1000000,9015303,16553163,1193033,10755555,19748472
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,FAIL,4750000,1253413,3061763,5666907,1495363,3652785
2005,tt0434409,V for Vendetta,PASS,50000000,70511035,129231542,59651656,84122001,154177511
2005,tt0348333,Waiting...,PASS,1125000,16124543,18673274,1342162,19237114,22277835
2005,tt0358273,Walk the Line,PASS,29000000,119519402,187707495,34597961,142590606,223941260
2005,tt0407304,War of the Worlds,FAIL,132000000,234280354,606836535,157480373,279504224,723976090
2005,tt0240200,Water,PASS,3000000,5529144,8119205,3579099,6596452,9686481
2005,tt0375210,White Noise,FAIL,10000000,56094360,92094360,11930331,66922430,109871622
2005,tt0406375,Zathura: A Space Adventure,FAIL,65000000,28045540,58545540,77547153,33459258,69846769
2004,tt0337563,13 Going on 30,PASS,30000000,57139723,96439723,36995786,70464299,118928779
2004,tt0212712,2046,PASS,12000000,1442338,19202856,14798315,1778681,23680825
2004,tt0343660,50 First Dates,FAIL,75000000,120776832,196324496,92489466,148941129,242105970
2004,tt0356470,A Cinderella Story,PASS,19000000,51438175,70067909,23430665,63433191,86407246
2004,tt0359423,A Home at the End of The World,FAIL,6500000,1029017,1033810,8015754,1268976,1274887
2004,tt0344510,A Very Long Engagement,PASS,55000000,6167817,59606587,67825608,7606108,73506419
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,FAIL,25000000,84136909,89366354,30829822,103757037,110205951
2004,tt0327437,Around the World in 80 Days,FAIL,110000000,24004159,72004159,135651216,29601758,88795016
2004,tt0370263,AVP: Alien vs. Predator,FAIL,70000000,80281096,172543519,86323501,99002076,212779439
2004,tt0414852,Banlieue 13,FAIL,15000000,1200216,11208291,18497893,1480098,13821985
2004,tt0381681,Before Sunset,FAIL,2000000,5792822,11293790,2466386,7143667,13927421
2004,tt0317198,Bridget Jones: The Edge of Reason,PASS,50000000,40203020,263894551,61659644,49578078,325432881
2004,tt0327554,Catwoman,PASS,100000000,40202379,82145379,123319288,49577287,101301096
