title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Etz Limon,tt1172963,2008,P,Israel,3,IFC,NOT RATED,Drama,0,0,M,7.4
Frozen River,tt0978759,2008,P,USA,0,Sony Pictures Classics,R,Crime,1,0,F,7.2
Resident Evil: Degeneration,tt1174954,2008,P,Japan,0,N/A,R,Animation,1,0,M,6.5
"Brothers Bloom, The",tt0844286,2008,P,USA,1,Summit Entertainment,PG-13,Adventure,0,0,M,6.8
Damn Bastard!,tt1056444,2008,F,Spain,0,N/A,N/A,Comedy,0,1,M,6.7
Rain,tt0965440,2008,P,Bahamas,3,Image Entertainment,R,Drama,1,0,F,6.6
Superhero Movie,tt0426592,2008,P,USA,0,The Weinstein Company/Dimension Films,PG-13,Action,0,1,M,4.5
Sex and the City,tt1000774,2008,P,USA,4,Warner Bros. Pictures,R,Comedy,0,2,M,5.6
Blindness,tt0861689,2008,P,Canada,0,Miramax,R,Drama,0,0,M,6.6
"Eye, The",tt0406759,2008,P,USA,2,Lionsgate Films,PG-13,Horror,0,2,M,5.4
Barbie and the Diamond Castle,tt1294138,2008,P,USA,0,Universal Studios,TV-Y,Animation,0,0,M,6.3
Seventh Moon,tt1052040,2008,F,USA,0,Seventh Moon Pictures,R,Horror,1,2,M,4.7
Gake no ue no Ponyo,tt0876563,2008,P,Japan,0,Walt Disney Pictures,G,Animation,0,0,M,7.7
God&#39;s Forgotten Town,tt1077084,2008,P,Spain,2,Flins y Piniculas,N/A,Horror,0,2,M,5.1
Tinker Bell,tt0823671,2008,P,USA,1,Walt Disney Pictures,G,Animation,0,3,M,6.9
"Curious Case of Benjamin Button, The",tt0421715,2008,P,USA,0,Paramount,PG-13,Drama,0,2,M,7.8
Hamlet 2,tt1104733,2008,P,USA,0,Focus Features,R,Comedy,0,1,M,6.4
Birds of America,tt1029134,2008,P,USA,0,First Look Studio,R,Comedy,1,0,M,6.2
"Chronicles of Narnia: Prince Caspian, The",tt0499448,2008,P,USA,0,Walt Disney Pictures,PG,Action,0,3,M,6.5
"Alphabet Killer, The",tt0818165,2008,P,USA,0,Anchor Bay Entertainment,R,Crime,0,0,M,5.2
Nick and Norah&#39;s Infinite Playlist,tt0981227,2008,P,USA,2,Sony Pictures/Screen Gems,PG-13,Comedy,1,1,M,6.7
Examined Life,tt1279083,2008,P,Canada,0,Films We Like/Zeitgeist Films,N/A,Documentary,0,0,M,7.1
Pretty Ugly People,tt0874425,2008,P,USA,2,Osiris Entertainment,R,Comedy,0,1,M,5.0
Camino,tt1206285,2008,P,Spain,1,N/A,N/A,Drama,0,1,M,7.6
Treeless Mountain,tt1143155,2008,P,USA,1,Oscilloscope Pictures,NOT RATED,Drama,0,0,M,7.2
Tropic Thunder,tt0942385,2008,F,USA,0,DreamWorks/Paramount Studios,R,Action,0,4,M,7.0
Changeling,tt0824747,2008,P,USA,3,Universal Pictures,R,Biography,0,0,M,7.8
City of Ember,tt0970411,2008,P,USA,0,Fox Walden,PG,Adventure,1,0,M,6.5
"Day the Earth Stood Still, The",tt0970416,2008,P,USA,0,20th Century Fox,PG-13,Drama,0,1,M,5.5
Inkheart,tt0494238,2008,P,Germany,4,Warner Bros. Pictures/New Line Cinema,PG,Adventure,0,1,M,6.1
Bedtime Stories,tt0960731,2008,P,USA,0,Walt Disney Pictures,PG,Comedy,0,0,M,6.1
S&eacute;raphine,tt1048171,2008,P,France,0,Music Box Films,UNRATED,Biography,0,2,M,7.4
Wendy and Lucy,tt1152850,2008,P,USA,3,Oscilloscope Pictures,R,Drama,1,2,F,7.1
Rough Aunties,tt1179080,2008,P,UK,1,Women Make Movies,N/A,Documentary,0,0,M,7.0
Coco Chanel,tt1094661,2008,P,Italy,0,Screen Media Ventures,PG,Biography,2,2,M,7.0
Bonnie &amp; Clyde vs. Dracula,tt1117379,2008,P,USA,0,Indican Pictures,NOT RATED,Action,0,1,M,4.9
"Strangers, The",tt0482606,2008,P,USA,0,Universal Pictures,R,Horror,0,1,M,6.2
"Bank Job, The",tt0200465,2008,P,UK,1,Lionsgate,R,Crime,0,1,M,7.3
21,tt0478087,2008,P,USA,0,Sony/Columbia Pictures,PG-13,Crime,0,3,M,6.8
"Ruins, The",tt0963794,2008,P,USA,0,DreamWorks/Paramount Studios,R,Horror,0,2,M,5.9
Taken,tt0936501,2008,P,France,1,20th Century Fox,PG-13,Action,0,1,M,7.8
Hancock,tt0448157,2008,F,USA,0,Columbia Pictures,PG-13,Action,0,1,M,6.4
Nim&#39;s Island,tt0410377,2008,P,USA,3,Fox Walden,PG,Adventure,3,2,F,6.0
Princess: A Modern Fairtyale,tt1052352,2008,P,Canada,0,N/A,N/A,Comedy,1,0,M,5.6
Birdemic,tt1316037,2008,P,USA,0,Independant Pictures,NOT RATED,Horror,0,2,M,1.8
Bi the Way,tt0951257,2008,P,USA,0,N/A,N/A,Documentary,0,0,F,6.1
Everlasting Moments,tt0961066,2008,P,Sweden,2,IFC Films,NOT RATED,Biography,0,1,M,7.5
Lion&#39;s Den,tt1022606,2008,P,Argentina,2,Strand Releasing,NOT RATED,Drama,0,3,M,7.1
Baby Mama,tt0871426,2008,P,USA,3,Universal Pictures,PG-13,Comedy,0,1,M,6.0
Dante 01,tt0487928,2008,P,France,0,The Weinstein Company,R,Sci-Fi,0,3,M,4.9
"Beaches of Agnes, The",tt1129435,2008,P,France,3,Cinema Guild,N/A,Documentary,0,0,M,8.0
Stargate: The Ark of Truth,tt0942903,2008,P,USA,0,MGM,NOT RATED,Action,0,1,M,7.4
I Can&#39;t Think Straight,tt0830570,2008,P,UK,4,Regent Releasing/here! Films,PG-13,Drama,1,0,M,6.6
Ciao,tt0870089,2008,F,USA,0,Regent Releasing/here! Films,R,Drama,0,1,M,6.4
One Million Yen Girl,tt1077094,2008,P,Japan,4,N/A,N/A,Drama,0,0,M,7.3
Over Her Dead Body,tt0785007,2008,P,USA,1,New Line Cinema,PG-13,Comedy,0,0,M,5.2
Four Christmases,tt0369436,2008,P,Germany,0,New Line Cinema,PG-13,Comedy,0,4,M,5.7
"Duchess, The",tt0864761,2008,P,UK,1,Paramount Vantage,PG-13,Biography,1,2,M,6.9
"Mummy: Tomb of the Dragon Emperor, The",tt0859163,2008,P,USA,0,Universal Pictures,PG-13,Action,0,2,M,5.2
Miao Miao,tt0984130,2008,P,Hong Kong,0,N/A,N/A,Comedy,0,0,M,5.8
Last Chance Harvey,tt1046947,2008,P,USA,2,Overture Films,PG-13,Drama,0,1,M,6.7
Sparrow,tt0491044,2008,F,Hong Kong,0,Videorama,N/A,Drama,0,0,M,6.7
"Secret of Moonacre, The",tt0396707,2008,P,Hungary,2,Warner Bros.,PG,Adventure,2,1,M,6.2
Doubt,tt0918927,2008,P,USA,0,Miramax,PG-13,Drama,0,2,M,7.5
I&#39;ve Loved You So Long,tt1068649,2008,P,France,3,Sony Pictures Classics,PG-13,Drama,0,0,M,7.6
Day of the Dead,tt0489018,2008,P,USA,0,First Look International,R,Action,0,2,M,4.5
Max Payne,tt0467197,2008,P,Canada,1,20th Century Fox,PG-13,Action,0,2,M,5.4
Sunshine Cleaning,tt0862846,2008,P,USA,2,Overture Films,R,Comedy,1,0,F,6.9
Miss Pettigrew Lives for a Day,tt0970468,2008,P,UK,2,Focus Features,PG-13,Comedy,0,2,M,7.1
Prom Night,tt0926129,2008,P,USA,4,Screen Gems,PG-13,Horror,0,0,M,3.9
Kataude mashin garu,tt1050160,2008,P,Japan,1,Media Blasters,NOT RATED,Action,0,0,M,5.9
"Baader Meinhof Complex, The",tt0765432,2008,P,Germany,0,Vitagraph Films,R,Action,0,0,M,7.4
Passengers,tt0449487,2008,P,USA,1,Sony Pictures/TriStar Pictures,PG-13,Drama,0,1,M,5.9
Repo! The Genetic Opera,tt0963194,2008,P,USA,0,Lionsgate Films,R,Horror,0,4,M,6.7
"Sisterhood of the Traveling Pants 2, The",tt1018785,2008,P,USA,0,Warner Bros. Pictures,PG-13,Comedy,2,0,F,6.2
What Happens In Vegas,tt1033643,2008,P,USA,1,20th Century Fox,PG-13,Comedy,1,0,M,6.1
"Secret Life of Bees, The",tt0416212,2008,P,USA,4,Fox Searchlight,PG-13,Drama,1,0,F,7.3
Diary of a Nymphomaniac,tt1111890,2008,P,Spain,3,IFC Films,NOT RATED,Drama,0,0,M,5.8
"Other Boleyn Girl, The",tt0467200,2008,P,UK,0,Sony Pictures/Columbia,PG-13,Biography,0,1,M,6.7
Bolt,tt0397892,2008,P,USA,0,Walt Disney Pictures,PG,Animation,0,1,M,6.9
"No. 1 Ladies&#39; Detective Agency, The",tt1356380,2008,P,UK,2,,TV-PG,Comedy,0,0,M,8.2
"Bleach: Fade to Black, I Call Your Name",tt1339302,2008,P,Japan,0,Neon Alley,TV-14,Animation,0,1,M,7.3
La mujer sin cabeza,tt1221141,2008,P,Argentina,4,Strand Releasing,UNRATED,Drama,0,0,M,6.5
Beeswax,tt1339268,2009,P,USA,0,Cinema Guild,N/A,Comedy,0,1,M,6.0
"Assassin Next Door, The",tt1198153,2009,P,Israel,3,First Look Studios,R,Action,0,1,M,5.8
"Girl on the Train, The",tt1183672,2009,P,France,2,Strand Releasing,UNRATED,Drama,0,0,M,6.0
Drag Me to Hell,tt1127180,2009,P,USA,5,Universal Pictures,PG-13,Horror,0,2,M,6.6
Ink,tt1071804,2009,P,USA,0,eOne Entertainment Distribution,NOT RATED,Action,0,0,M,7.0
Amelia,tt1129445,2009,P,USA,0,Fox Searchlight Pictures,PG,Adventure,3,1,F,5.8
Star Trek,tt0796366,2009,P,USA,0,IMAX,PG-13,Action,0,2,M,8.0
Last of the Living,tt1351177,2009,F,New Zealand,0,N/A,N/A,Comedy,1,1,F,4.7
Mega Shark vs Giant Octopus,tt1350498,2009,F,USA,0,The Asylum,R,Action,0,1,M,2.5
Helen,tt1012729,2009,P,USA,1,E-1 Entertainment,R,Drama,1,0,F,6.4
"Lovely Bones, The",tt0380510,2009,P,USA,7,Paramount Pictures,PG-13,Drama,1,1,M,6.7
Jaffa,tt1406160,2009,P,Germany,2,Transfax Film Productions,N/A,Drama,0,0,M,6.9
"Milk of Sorrow, The",tt1206488,2009,P,Spain,1,Olive Films,N/A,Drama,1,0,F,6.7
Cargo,tt0381940,2009,P,Switzerland,0,Atlantis Pictures,N/A,Mystery,0,3,M,6.2
"Disappearance of Alice Creed, The",tt1379177,2009,F,UK,4,Anchor Bay Entertainment,R,Crime,0,0,M,6.7
Princess Protection Program,tt1196339,2009,P,USA,1,Walt Disney Studios Home Entertainment,TV-G,Comedy,2,1,F,5.7
"Double Hour, The",tt1379222,2009,P,Italy,0,Samuel Goldwyn Films,NOT RATED,Crime,0,1,M,6.7
"City of Your Final Destination, The",tt0896923,2009,P,USA,0,Screen Media Films,PG-13,Drama,1,1,M,6.4
New Moon,tt1259571,2009,P,USA,3,Summit Entertainment,PG-13,Adventure,1,0,M,4.7
Hideaway (Le refuge),tt1504429,2009,P,France,1,Strand Releasing,UNRATED,Drama,0,0,M,6.4
Perrier&#39;s Bounty,tt1003034,2009,F,Ireland,0,IFC Films,R,Action,0,1,M,6.4
"Fourth Kind, The",tt1220198,2009,P,USA,0,Universal Pictures,PG-13,Mystery,0,1,M,5.9
"Box, The",tt0362478,2009,P,USA,0,Warner Bros. Pictures,PG-13,Drama,0,2,M,5.6
Lesbian Vampire Killers,tt1020885,2009,P,UK,1,Momentum Pictures,R,Action,0,1,M,5.1
Veronika Decides to Die,tt1068678,2009,P,USA,1,Entertainment One Films,R,Drama,0,1,F,6.5
"Boondock Saints II: All Saints Day, The",tt1300851,2009,F,USA,0,Apparition,R,Action,1,3,M,6.3
Whatever Works,tt1178663,2009,P,USA,1,Sony Pictures Classics,PG-13,Comedy,0,0,M,7.2
"Time Traveler&#39;s Wife, The",tt0452694,2009,P,USA,0,Warner Bros. Pictures,PG-13,Drama,1,1,M,7.1
Yesterday Was a Lie,tt0448182,2009,P,USA,3,Helicon Arts Cooperative,PG,Drama,0,1,M,5.3
"Maid, The",tt1187044,2009,P,Chile,1,Elephant Eye Films,NOT RATED,Comedy,0,1,M,7.3
Make the Yuletide Gay,tt1305714,2009,P,USA,0,TLA Releasing,NOT RATED,Comedy,0,0,M,6.4
Desert Flower,tt1054580,2009,P,UK,0,National Geographic Entertainment,R,Biography,0,0,M,7.4
Brief Interviews With Hideous Men,tt0790627,2009,F,USA,0,IFC,NOT RATED,Comedy,0,2,M,5.6
Inglourious Basterds,tt0361748,2009,P,Germany,0,The Weinstein Company,R,Adventure,0,1,M,8.3
White Material,tt1135952,2009,P,France,4,IFC Films,NOT RATED,Drama,2,0,F,7.0
Uncertainty,tt1086216,2009,P,USA,0,IFC Films,N/A,Drama,0,2,M,5.8
Aliens in the Attic,tt0775552,2009,P,USA,0,20th Century Fox,PG,Animation,0,3,M,5.4
Dance Subaru,tt1230424,2009,P,China,1,Avex Entertainment,N/A,Drama,0,0,M,6.3
Madea Goes to Jail,tt1142800,2009,F,USA,1,Lionsgate,PG-13,Comedy,0,2,M,4.3
XXXHOLic: Shunmuki - Zenpen,tt1263772,2009,P,Japan,0,N/A,N/A,Animation,0,0,M,8.0
Love Takes Wing,tt1269560,2009,P,USA,2,LG Films,TV-PG,Family,1,0,M,6.9
Cosmonauta,tt1332054,2009,P,Italy,1,Fandango,N/A,Comedy,1,0,M,6.5
Crossing Over,tt0924129,2009,P,USA,0,The Weinstein Co.,R,Crime,0,1,M,6.8
"Unborn, The",tt1139668,2009,P,USA,2,Rogue Pictures,PG-13,Drama,0,1,M,4.8
Thirst (Bakjwi),tt0762073,2009,P,South Korea,0,Focus Features,R,Drama,0,0,M,7.2
Case 39,tt0795351,2009,P,USA,3,Paramount Studios,R,Horror,0,1,M,6.2
Micmacs (Micmacs &agrave; tire-larigot),tt1149361,2009,P,France,0,Sony Pictures Classics,R,Action,0,0,M,7.2
Still waiting,tt1116186,2009,P,USA,0,Lionsgate,R,Comedy,0,0,M,5.0
Broken Embraces,tt0913425,2009,P,Spain,0,Sony Pictures Classics,R,Drama,0,1,M,7.2
Dead Hooker in a Trunk,tt1508661,2009,P,Canada,0,Bounty Films,NOT RATED,Horror,1,0,M,4.9
Exam,tt1258197,2009,P,UK,0,Bedlam Productions,NOT RATED,Mystery,0,1,M,6.9
"Slammin&#39; Salmon, The",tt1135525,2009,P,USA,0,Anchor Bay Films,R,Comedy,0,5,M,6.5
Deadline,tt1242618,2009,P,USA,1,Freestyle Releasing,R,Drama,0,1,M,4.7
Mother and Child,tt1121977,2009,P,USA,5,Sony Pictures Classics,R,Drama,0,1,M,7.2
"Taking of Pelham 123, The",tt1111422,2009,F,USA,0,Sony/Columbia Pictures,R,Action,0,2,M,6.4
Transformers: Revenge of the Fallen,tt1055369,2009,P,USA,0,Paramount/Dreamworks,PG-13,Action,0,2,M,6.0
Polytechnique,tt1194238,2009,P,Canada,0,Alliance Atlantis Vivafilm,NOT RATED,Crime,0,1,M,7.3
Zombieland,tt1156398,2009,P,USA,0,Sony/Columbia Pictures,R,Adventure,0,2,M,7.7
Law Abiding Citizen,tt1197624,2009,P,USA,0,Overture Films,R,Crime,0,0,M,7.4
Splice,tt1017460,2009,P,Canada,0,Warner Brothers,R,Drama,0,0,M,5.7
"Men Who Stare at Goats, The",tt1234548,2009,F,USA,0,Overture Films,R,Comedy,0,2,M,6.2
Armored,tt0913354,2009,F,USA,0,Sony/Screen Gems,PG-13,Action,0,1,M,5.7
Big Font. Large Spacing,tt1479163,2009,P,UK,0,N/A,N/A,Comedy,0,1,M,8.0
"Cry of the Owl, The",tt1034302,2009,F,UK,1,Myriad Pictures,R,Drama,2,1,F,6.0
Land of the Lost,tt0457400,2009,F,USA,0,Universal Pictures,PG-13,Adventure,0,2,M,5.4
Ju-on: White Ghost,tt1422675,2009,P,Japan,1,N/A,NOT RATED,Fantasy,0,0,M,6.1
"Human Centipede (First Sequence), The",tt1467304,2009,P,Netherlands,0,IFC Films,R,Horror,0,0,M,4.4
"Wrong House, The",tt1648194,2009,P,USA,0,N/A,N/A,Drama,0,2,M,4.5
Bitch Slap,tt1212974,2009,P,USA,0,Freestyle Releasing,R,Action,0,1,M,4.5
Our Summer in Tehran,tt1326956,2009,P,USA,0,N/A,N/A,Documentary,1,0,F,7.9
Jennifer&#39;s Body,tt1131734,2009,P,USA,2,20th Century Fox,R,Comedy,0,0,M,5.2
Dead Like Me: Life After Death,tt1079444,2009,P,USA,0,Fox Home Entertainment,R,Comedy,0,5,M,6.1
Little Girl,tt1426371,2009,P,Italy,5,First Run Features,N/A,Drama,0,0,M,7.2
Paper Heart,tt1331064,2009,P,USA,1,Overture Films,PG-13,Comedy,0,1,M,6.0
State of Play,tt0473705,2009,P,USA,0,Universal Pictures,PG-13,Crime,0,4,M,7.1
Le h&eacute;risson,tt1442519,2009,P,France,2,NeoClassics Films,UNRATED,Drama,0,0,M,7.4
Madeo,tt1216496,2009,P,South Korea,3,Magnolia Pictures,R,Action,0,0,M,7.8
Coraline,tt0327597,2009,P,USA,2,Focus Features,PG,Animation,0,2,M,7.7
El nino pez,tt1235842,2009,P,Argentina,0,Regent Releasing/Here Media,NOT RATED,Drama,0,0,M,5.9
Technotise - Edit i ja,tt1372301,2009,P,Serbia,2,City Records,NOT RATED,Animation,0,0,M,7.5
Angels &amp; Demons,tt0808151,2009,F,USA,0,Sony/Columbia Pictures,PG-13,Mystery,0,1,M,6.7
Dogtooth,tt1379182,2009,P,Greece,0,Kino International,NOT RATED,Drama,0,0,M,7.3
Last Train Home,tt1512201,2009,P,Canada,0,Zeitgeist Films,N/A,Documentary,0,0,M,7.7
Cairo Time,tt0896529,2009,P,Canada,0,IFC Films,PG,Drama,0,0,M,6.7
Lourdes,tt1405809,2009,P,Austria,1,Palisades Tartan,NOT RATED,Drama,1,0,F,6.9
Harry Potter and the Half-Blood Prince,tt0417741,2009,P,UK,0,Warner Bros. Pictures,PG,Adventure,0,1,M,7.6
Bring It On: Fight to the Finish,tt1349482,2009,P,USA,2,Universal Studios Home Entertainment,PG-13,Comedy,2,0,M,5.4
"Good Witch&#39;s Garden, The",tt1312251,2009,P,Canada,1,Whizbang Films,TV-PG,Drama,0,0,M,7.3
"Private Lives of Pippa Lee, The",tt1134629,2009,P,USA,1,Screen Media Films,R,Comedy,2,0,F,6.4
"Girlfriend Experience, The",tt1103982,2009,P,USA,4,Magnolia Pictures,R,Drama,0,2,M,5.5
Brothers,tt0765010,2009,P,USA,1,Lionsgate Films,R,Drama,0,1,M,7.1
My Sister&#39;s Keeper,tt1078588,2009,P,USA,2,Warner Bros. Pictures,PG-13,Drama,0,2,M,7.4
Vision - Aus dem Leben der Hildegard von Bingen,tt0995850,2009,P,Germany,1,Zeitgeist Films,UNRATED,Biography,0,0,M,6.5
Finding Bliss,tt1185242,2009,P,USA,0,Phase 4 Films Inc.,R,Comedy,1,0,F,5.3
Cooking with Stella,tt1479676,2009,P,Canada,1,Mongrel Media,N/A,Comedy,0,0,M,5.5
Br&uuml;no,tt0889583,2009,F,USA,0,Universal Pictures,R,Comedy,0,3,M,5.8
Mutants,tt1146320,2009,P,France,1,CTV International,R,Drama,0,1,M,5.6
X-Men Origins: Wolverine,tt0458525,2009,P,USA,0,20th Century Fox,PG-13,Action,0,1,M,6.6
"Dancer and the Thief, The",tt1243375,2009,F,Spain,0,Manga Films,NOT RATED,Drama,0,2,M,6.3
Surviving Evil,tt0804539,2009,P,UK,0,Freestyle Releasing,NOT RATED,Action,0,0,M,4.1
Undertow,tt1368491,2009,P,Peru,0,The Film Collaborative,NOT RATED,Drama,0,1,M,7.7
Monsters vs Aliens,tt0892782,2009,P,USA,3,Paramount/Dreamworks Animation,PG,Animation,1,3,M,6.5
Dear Lemon Lima,tt1242423,2009,P,USA,1,Phase 4 Films,PG-13,Comedy,0,0,M,6.5
Hua Mulan,tt1308138,2009,P,USA,1,Starlight International Media Group,NOT RATED,Adventure,0,0,M,6.8
Celda 211,tt1242422,2009,F,Spain,0,Paramount Pictures,N/A,Action,0,3,M,7.7
Tales from the Catholic Church of Elvis!,tt1082876,2009,P,USA,1,N/A,N/A,Comedy,0,0,M,8.0
Redline,tt1483797,2009,P,Japan,0,Anchor Bay Entertainment,NOT RATED,Animation,0,0,M,7.5
"Descent: Part 2, The",tt1073105,2009,P,UK,1,Celador Films,R,Adventure,0,2,M,5.8
Solomon Kane,tt0970452,2009,P,Czech Republic,2,Radius-TWC,R,Action,0,1,M,6.1
Chohatsu Daikaiju Gehara,tt3671900,2009,F,Japan,0,N/A,N/A,Horror,0,0,M,7.0
Sorority Row,tt1232783,2009,P,USA,0,Summit Entertainment,R,Horror,0,2,M,5.2
Triangle,tt1187064,2009,P,UK,0,Icon Entertainment International,R,Fantasy,0,1,M,6.9
Ju-on: Black Ghost,tt1422674,2009,P,Japan,2,N/A,NOT RATED,Fantasy,0,0,M,5.5
Chloe,tt1352824,2009,P,USA,2,Sony Pictures Classics,R,Drama,2,0,M,6.3
A Perfect Getaway,tt0971209,2009,P,USA,0,Universal Pictures,R,Adventure,0,1,M,6.5
Queen to Play,tt1082009,2009,P,France,1,Zeitgeist Films,UNRATED,Drama,1,0,F,6.9
Ghosted,tt1252595,2009,P,Taiwan,2,First Run Features,NOT RATED,Drama,0,0,M,4.8
Tinker Bell and the Lost Treasure,tt1216516,2009,P,USA,1,Walt Disney Pictures,G,Animation,0,2,M,6.8
Villa Amalia,tt1348327,2009,P,France,2,EuropaCorp. Distribution,N/A,Drama,0,1,M,6.2
Bride Wars,tt0901476,2009,P,USA,0,20th Century Fox,PG,Comedy,2,1,M,5.5
Storm,tt0768239,2009,P,Germany,1,Film Movement,NOT RATED,Drama,0,0,M,6.9
C Me Dance,tt1314645,2009,P,USA,2,Freestyle Releasing,PG,Drama,0,0,M,1.4
"Girl Who Kicked the Hornets&#39; Nest, The",tt1343097,2009,P,Sweden,3,Music Box Films,R,Crime,0,0,M,7.3
"Girl Who Played with Fire, The",tt1216487,2009,P,Sweden,2,Music Box Films,R,Crime,0,1,M,7.2
And Then Came Lola,tt1123894,2009,P,USA,1,Peccadillo Pictures,NOT RATED,Comedy,2,0,F,4.1
Summer Wars,tt1474276,2009,P,Japan,1,GKIDS,PG,Animation,0,2,M,7.5
"Young Victoria, The",tt0962736,2009,P,UK,1,Apparition,PG,Biography,0,1,M,7.3
"Unloved, The",tt1268989,2009,P,UK,0,Oscilloscope Laboratories,N/A,Drama,1,1,F,6.9
"Uninvited, The",tt0815245,2009,P,USA,4,DreamWorks/Paramount Studios,PG-13,Drama,0,2,M,6.4
Away We Go,tt1176740,2009,P,USA,0,Focus Features,R,Comedy,0,0,M,7.1
"Boat That Rocked, The",tt1131729,2009,P,UK,0,Focus Features,R,Comedy,0,1,M,7.4
Reservoir Hill,tt2177683,2009,P,New Zealand,5,N/A,N/A,Drama,0,0,M,5.7
All About Steve,tt0881891,2009,P,USA,1,20th Century Fox,PG-13,Comedy,0,0,M,4.8
Vampire Girl versus Frankenstein Girl,tt1425928,2009,P,Japan,1,4 Digital Asia,TV-MA,Action,0,0,M,5.7
Evangelion: 2.0 You Can (Not) Advance,tt0860906,2009,P,Japan,0,Eleven Arts,TV-14,Animation,0,0,M,8.0
Echelon Conspiracy,tt1124039,2009,F,USA,0,AfterDark Films,PG-13,Action,0,3,M,5.8
Nasty Old People,tt1527679,2009,P,Sweden,2,N/A,N/A,Drama,1,0,F,6.8
Elsewhere,tt0874271,2009,P,USA,3,Koch Entertainment,R,Crime,0,1,M,5.6
Attack on Leningrad,tt0432314,2009,P,Russia,0,Entertainment One,R,Drama,0,0,M,6.1
RoboGeisha,tt1381512,2009,P,Japan,0,N/A,TV-MA,Action,0,0,M,5.3
"Girl (Flickan), The",tt1342378,2009,P,Sweden,2,N/A,N/A,Drama,0,0,M,6.7
Love Happens,tt0899106,2009,P,USA,1,Universal Pictures,PG-13,Drama,0,2,M,5.6
Reykjavik Whale Watching Massacre,tt1075749,2009,P,Iceland,0,Image Entertainment,R,Comedy,0,0,M,4.9
Beautiful Kate,tt1209377,2009,P,Australia,0,Roadshow Films,R,Drama,1,0,F,6.7
Accidents Happen,tt1119123,2009,P,Australia,0,"Image Entertainment, Inc.",R,Comedy,0,1,M,6.1
XXXHOLiC: Shunmuki - Kouhen,tt1461305,2009,P,Japan,0,N/A,N/A,Animation,0,0,M,7.9
Grown Ups,tt1375670,2010,P,USA,0,Sony Pictures,PG-13,Comedy,0,1,M,6.0
Exit Through the Gift Shop,tt1587707,2010,F,UK,0,Abarorama,R,Documentary,0,0,M,8.0
"Illusionist, The",tt0775489,2010,F,France,1,Sony Pictures Classics,PG,Animation,0,0,M,7.5
Bal,tt1571724,2010,F,Turkey,0,Olive Films,N/A,Drama,0,0,M,7.2
Daydream Nation,tt1581835,2010,P,Canada,2,Anchor Bay,R,Drama,0,2,M,6.4
Little White Lies,tt1440232,2010,P,France,0,MPI Media,NOT RATED,Comedy,0,0,M,7.1
All About Evil,tt1307858,2010,P,USA,3,N/A,N/A,Comedy,0,1,M,6.2
"Whistleblower, The",tt0896872,2010,P,Canada,0,IDP/Samuel goldwyn Films,R,Action,0,0,M,7.2
Megamind,tt1001526,2010,F,USA,0,Paramount Studios/DWA,PG,Animation,0,2,M,7.3
Paranormal Activity 2,tt1536044,2010,P,USA,0,Paramount Pictures,R,Horror,0,3,M,5.7
"Crazies, The",tt0455407,2010,P,USA,0,Overture Films,R,Horror,0,3,M,6.5
Unstoppable,tt0477080,2010,P,USA,0,20th Century Fox,PG-13,Action,0,1,M,6.8
A Marine Story,tt1447479,2010,P,USA,3,Wolfe Video,NOT RATED,Crime,0,0,M,6.1
Our Family Wedding,tt1305583,2010,P,USA,0,Fox Searchlight,PG-13,Comedy,0,3,M,4.9
And Soon the Darkness,tt1391034,2010,P,USA,2,Anchor Bay Films,R,Crime,1,3,M,5.2
Clash of the Titans,tt0800320,2010,P,USA,0,Warner Bros.,PG-13,Action,0,1,M,5.8
"Next Three Days, The",tt1458175,2010,P,USA,1,Lionsgate,PG-13,Action,0,1,M,7.4
Somewhere,tt1421051,2010,P,USA,1,Focus Features,R,Comedy,1,0,F,6.3
Spiderhole,tt1496884,2010,P,Ireland,0,IFC Midnight,NOT RATED,Horror,0,1,M,4.2
Scott Pilgrim vs. the World,tt0446029,2010,P,USA,1,Universal Pictures,PG-13,Action,0,3,M,7.5
Date Night,tt1279935,2010,P,USA,0,20th Century Fox,PG-13,Comedy,0,1,M,6.3
BearCity,tt1426320,2010,F,USA,0,Cinedigm,NOT RATED,Comedy,0,2,M,6.0
Skeletons,tt1425933,2010,P,UK,0,Indiepix,NOT RATED,Comedy,0,2,M,6.8
Letters to Juliet,tt0892318,2010,P,USA,1,Summit Entertainment,PG,Adventure,0,1,M,6.6
Machete,tt0985694,2010,P,USA,0,20th Century Fox,R,Action,0,1,M,6.6
Yogi Bear,tt1302067,2010,F,USA,0,Warner Bros. Pictures,PG,Animation,0,3,M,4.6
"Conspirator, The",tt0968264,2010,P,USA,4,Roadside Attractions,PG-13,Crime,0,3,M,6.9
Book of Eli,tt1037705,2010,P,USA,0,Warner Bros. Pictures,R,Action,0,1,M,6.9
Majorite opprimee,tt1684911,2010,F,France,1,N/A,N/A,Short,0,0,M,6.9
West Is West,tt1441956,2010,P,UK,0,D Films,N/A,Comedy,0,0,M,6.5
Poetry,tt1287878,2010,P,South Korea,2,Kino International,UNRATED,Drama,0,0,M,7.8
Turbulent Skies,tt1518861,2010,P,USA,0,Anchor Bay,NOT RATED,Action,0,1,M,3.1
Easy A,tt1282140,2010,P,USA,1,Sony Pictures/Screen Gems,PG-13,Comedy,0,0,M,7.1
