title,imdbid,year,class,Country,Fem Wordcount,Production,Rated,Genre,Writers F,Writers M,Director,imdbRating
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,tt0368667,2003,F,Japan,0,N/A,NOT RATED,Animation,0,1,M,7.9
"Cheetah Girls , The",tt0800318,2003,P,USA,1,N/A,TV-G,Comedy,2,0,M,5.0
Swimming Pool,tt0324133,2003,P,France,3,Focus Features,R,Crime,0,0,M,6.8
Distant Lights (Lichter),tt0351238,2003,P,Germany,0,N/A,N/A,Drama,0,1,M,7.8
"Matrix Reloaded, The",tt0234215,2003,P,USA,0,Warner Bros. Pictures,R,Action,4,0,F,7.2
Girls Will Be Girls,tt0339071,2003,P,USA,0,IFC Films,R,Comedy,0,1,M,6.9
Peter Pan,tt0316396,2003,P,UK,0,Universal Pictures,PG,Adventure,0,1,M,6.9
"Station Agent, The",tt0340377,2003,P,USA,2,Miramax Films,R,Comedy,0,0,M,7.7
Memories of Murder,tt0353969,2003,P,South Korea,1,Houston Lady Productions,NOT RATED,Action,0,0,M,8.1
Coffee and Cigarettes,tt0379217,2003,P,USA,0,MGM,R,Comedy,0,0,M,7.1
Down With Love,tt0309530,2003,P,USA,0,20th Century Fox,PG-13,Comedy,1,1,F,6.3
High Roller: The Stu Ungar Story,tt0338467,2003,P,USA,0,WARNER BROTHERS PICTURES,R,Biography,0,0,M,6.1
Elephant,tt0363589,2003,P,USA,0,Fine Line Features,R,Crime,0,0,M,7.2
How to Lose a Guy in 10 Days,tt0251127,2003,P,USA,1,Paramount Pictures,PG-13,Comedy,1,1,M,6.4
Mystic River,tt0327056,2003,P,USA,0,WB,R,Crime,0,2,M,8.0
Goodbye Lenin!,tt0301357,2003,P,Germany,4,Sony Pictures Classics,R,Comedy,0,1,M,7.7
Gothika,tt0348836,2003,P,USA,3,Warner Bros. Pictures,R,Horror,0,1,M,5.8
"League of Extraordinary Gentlemen, The",tt0311429,2003,F,USA,0,20th Century Fox,PG-13,Action,0,3,M,5.8
Stupeur et Tremblements,tt0318725,2003,P,France,4,The Cinema Guild,UNRATED,Comedy,0,0,M,7.1
Dies irae,tt0406709,2003,F,France,0,N/A,N/A,Comedy,0,0,M,8.3
Wrong Turn,tt0295700,2003,P,USA,0,20th Century Fox Distribution,R,Horror,0,1,M,6.1
"Legally Blonde 2: Red, White &amp; Blonde",tt0333780,2003,P,USA,0,MGM/UA,PG-13,Comedy,4,1,M,4.7
My Boss&#39;s Daughter,tt0270980,2003,P,USA,2,Miramax Films,PG-13,Comedy,0,1,M,4.7
Girl with a Pearl Earring,tt0335119,2003,P,UK,0,Exhibition On Screen,PG-13,Biography,1,0,M,6.9
Spy Kids 3-D: Game Over,tt0338459,2003,P,USA,0,Dimension Films,PG,Action,0,1,M,4.2
Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,2003,P,USA,1,Buena Vista Pictures,PG-13,Action,0,3,M,8.0
Pride and Prejudice,tt0366920,2003,P,USA,2,Excel Entertainment,PG,Comedy,3,1,M,5.3
Undead,tt0339840,2003,P,Australia,0,Lions Gate Films,R,Action,0,2,M,5.5
House of 1000 Corpses,tt0251736,2003,P,USA,0,Lions Gate Films Inc.,R,Horror,0,0,M,6.1
An Unexpected Love,tt0329679,2003,P,USA,4,Grand Productions,TV-14,Drama,0,1,M,6.2
Freddy vs. Jason,tt0329101,2003,P,USA,0,New Line Cinema,R,Action,0,3,M,5.8
"Librarian: Quest for the Spear, The",tt0412915,2004,P,USA,0,Electric Entertainment,NOT RATED,Action,0,1,M,6.3
13 Going on 30,tt0337563,2004,P,USA,3,Sony Pictures,PG-13,Comedy,0,1,M,6.1
Saving Face,tt0384504,2004,P,USA,2,Sony Pictures Classics,R,Comedy,1,0,F,7.5
"Holy Girl, The",tt0300270,2004,P,Argentina,0,Fine Line Features,R,Drama,0,1,M,6.7
Kill Bill: Vol. 2,tt0378194,2004,P,USA,2,Miramax Films,R,Action,0,2,M,8.0
Blessed,tt0390450,2004,P,Romania,1,Storm Pictures,R,Drama,0,2,M,4.2
Appleseed,tt0401233,2004,P,Japan,0,Geneon Entertainment,R,Animation,0,0,M,7.0
Ghost Cat,tt0371835,2004,P,Canada,3,LionsGate Entertainment,PG,Drama,1,2,M,5.5
Bring It on Again,tt0334965,2004,P,USA,0,Universal Studios Home Video,PG-13,Comedy,2,2,M,4.5
Bratz the Video: Starrin&#39; &amp; Stylin&#39;,tt1469259,2004,P,USA,0,N/A,N/A,Animation,0,1,M,5.0
Garden State,tt0333766,2004,P,USA,1,Fox Searchlight,R,Comedy,0,0,M,7.5
North and South,tt0417349,2004,P,UK,0,,TV-PG,Drama,0,0,M,8.7
I Heart Huckabees,tt0356721,2004,P,USA,0,Fox Searchlight,R,Comedy,0,1,M,6.7
Scooby Doo 2: Monsters Unleashed,tt0331632,2004,P,USA,0,Warner Bros. Pictures,PG,Adventure,0,3,M,5.0
Raising Helen,tt0350028,2004,P,USA,2,Buena Vista Pictures,PG-13,Comedy,0,3,M,6.0
My Summer of Love,tt0382189,2004,P,UK,1,Focus Features,R,Drama,1,1,M,6.8
Spanglish,tt0371246,2004,P,USA,4,Sony Pictures Entertainment,PG-13,Comedy,0,1,M,6.4
A Dirty Shame,tt0365125,2004,P,USA,2,N/A,NC-17,Comedy,0,1,M,5.1
Sideways,tt0375063,2004,P,USA,0,Fox Searchlight Pictures,R,Comedy,0,2,M,7.5
Kinsey,tt0362269,2004,P,USA,0,Fox Searchlight Pictures,R,Biography,0,0,M,7.1
D.E.B.S.,tt0367631,2004,P,USA,0,Destination Films,PG-13,Action,1,0,F,5.3
Being Julia,tt0340012,2004,P,Canada,0,Sony Pictures Classics,R,Comedy,0,1,M,7.0
Barbie as the Princess and the Pauper,tt0426955,2004,P,USA,1,Universal Pictures,NOT RATED,Animation,0,0,M,6.8
Resident Evil: Apocalypse,tt0318627,2004,P,Germany,0,Sony Pictures,R,Action,0,1,M,6.2
"Incredibles, The",tt0317705,2004,P,USA,0,N/A,PG,Animation,0,0,M,8.0
Crimes of Fashion,tt0414923,2004,P,USA,1,Image Entertainment,N/A,Comedy,0,1,M,4.8
Connie and Carla,tt0345074,2004,P,USA,0,Universal Pictures,PG-13,Comedy,1,0,M,6.3
AVP: Alien vs. Predator,tt0370263,2004,P,USA,0,20th Century Fox,PG-13,Action,0,5,M,5.6
Harry Potter and the Prisoner of  Azkaban,tt0304141,2004,P,UK,0,Warner Bros. Pictures,PG,Adventure,0,1,M,7.9
Puppet Master vs Demonic Toys,tt0431340,2004,P,USA,0,Anchor Bay Entertainment,NOT RATED,Comedy,0,0,M,4.0
"Edukators, The",tt0408777,2004,P,Germany,0,IFC Films,R,Drama,0,0,M,7.5
Veer-Zaara,tt0420332,2004,P,India,0,Yash Raj Films Pvt. Ltd.,NOT RATED,Drama,0,3,M,7.9
Without a Paddle,tt0364751,2004,P,USA,0,Paramount Pictures,PG-13,Adventure,0,1,M,5.9
Charlie and the Chocolate Factory,tt0367594,2005,P,USA,0,Warner Bros. Pictures,PG,Adventure,0,1,M,6.7
King Kong,tt0360717,2005,F,New Zealand,0,Universal Pictures,PG-13,Action,0,2,M,7.2
"Ring Two, The",tt0377109,2005,P,USA,0,Dreamworks Distribution LLC,PG-13,Horror,0,0,M,5.4
Swimmers,tt0384573,2005,P,USA,1,Quasiworld Entertainment,UNRATED,Drama,0,0,M,6.7
Hide and Seek,tt0382077,2005,P,USA,3,20th Century Fox,R,Drama,0,1,M,5.9
"New World, The",tt0402399,2005,P,USA,0,New Line Cinema,PG-13,Biography,0,1,M,6.7
"Muppets&#39; Wizard of Oz, The",tt0422778,2005,P,USA,0,N/A,TV-PG,Adventure,0,3,M,5.3
"Exorcism of Emily Rose, The",tt0404032,2005,P,USA,1,Dimension Films,PG-13,Drama,0,2,M,6.7
Cry_Wolf,tt0384286,2005,P,USA,0,Rogue Pictures,PG-13,Drama,0,1,M,5.9
Vampire Bats,tt0473105,2005,P,USA,0,Sony Pictures Entertainment,NOT RATED,Horror,0,0,M,4.3
Pride and Prejudice,tt0414387,2005,P,France,1,Focus Features,PG,Drama,2,0,M,7.8
Sweet Land,tt0428038,2005,P,USA,1,Libero LLC,PG,Drama,1,2,F,7.3
Mortuary,tt0415167,2005,P,USA,0,Echo Bridge Entertainment,R,Horror,0,2,M,4.0
Saw II,tt0432348,2005,P,USA,0,Lions Gate Films,R,Horror,0,1,M,6.6
Strangers with Candy,tt0369994,2005,P,USA,1,ThinkFilm,R,Comedy,2,4,M,6.1
Keeping Mum,tt0444653,2005,P,UK,1,ThinkFilm,R,Comedy,0,2,M,6.8
Fingersmith,tt0423651,2005,P,UK,1,,NOT RATED,Crime,0,0,M,8.0
Bad Reputation,tt0478976,2005,P,USA,3,N/A,R,Drama,0,0,M,4.3
Wedding Crashers,tt0396269,2005,P,USA,0,New Line Cinema,R,Comedy,0,1,M,7.0
Assault on Precinct 13,tt0398712,2005,P,France,0,Focus Features,R,Action,0,2,M,6.3
In Her Shoes,tt0388125,2005,P,USA,2,20th Century Fox,PG-13,Comedy,1,0,M,6.5
Fr&aacute;giles (Fragile),tt0422272,2005,P,Spain,2,MGM,PG-13,Horror,0,0,M,6.1
Wild Things: Diamonds in the Rough,tt0448179,2005,P,USA,1,Sony Pictures Home Entertainment,R,Crime,0,3,M,4.6
MirrorMask,tt0366780,2005,P,UK,1,Samuel Goldwyn Films,PG,Adventure,0,2,M,6.9
"Skeleton Key, The",tt0397101,2005,P,USA,0,Universal Pictures,PG-13,Drama,0,0,M,6.5
Match Point,tt0416320,2005,P,UK,0,Dreamworks,R,Drama,0,0,M,7.6
Star Wars: Revelations,tt0457489,2005,P,USA,0,N/A,PG,Action,1,0,M,5.2
Madagascar,tt0351283,2005,F,USA,0,Dreamworks,PG,Animation,0,3,M,6.9
Sophie Scholl - Die letzten Tage,tt0426578,2005,P,Germany,0,Zeitgeist,NOT RATED,Biography,0,0,M,7.6
Last Order: Final Fantasy VII,tt0489134,2005,F,Japan,0,N/A,N/A,Animation,0,0,M,7.3
Beauty Shop,tt0388500,2005,P,USA,2,MGM/UA,PG-13,Comedy,2,0,M,5.5
Hard Candy,tt0424136,2005,P,USA,1,Lions Gate Films,R,Crime,0,1,M,7.1
Le couperet,tt0422015,2005,P,Belgium,0,Mars Distribution,NOT RATED,Comedy,0,1,M,7.4
Nina&#39;s Heavenly Delights,tt0435706,2006,P,UK,2,Regent Releasing/Magnolia Pictures,PG-13,Comedy,1,0,M,6.4
"Zombie Diaries, The",tt0876294,2006,P,UK,0,Cinedigm Entertainment,R,Horror,0,2,M,4.1
"Page Turner, The",tt0487503,2006,P,France,5,Tartan Films,UNRATED,Drama,0,0,M,7.1
Kidulthood,tt0435680,2006,P,UK,0,Revolver Entertainment,R,Crime,0,1,M,6.8
Little Children,tt0404203,2006,P,USA,0,New Line Cinema,R,Drama,0,1,M,7.5
"Fountain, The",tt0414993,2006,P,Canada,1,Warner Bros. Pictures,PG-13,Drama,0,3,M,7.3
Red Road,tt0471030,2006,P,UK,8,Tartan USA,NOT RATED,Drama,1,0,F,6.8
"Pursuit of Happyness, The",tt0454921,2006,F,USA,0,Sony Pictures,PG-13,Biography,0,1,M,8.0
"Good Shepherd, The",tt0343737,2006,F,USA,0,Universal Pictures,R,Drama,0,1,M,6.7
Saw III,tt0489270,2006,P,USA,0,Lionsgate Films,R,Horror,0,1,M,6.2
Bleach: Memories of Nobody,tt1105263,2006,P,Japan,0,Neon Alley,TV-14,Animation,0,1,M,7.3
Click,tt0389860,2006,P,USA,0,Sony Pictures Releasing,PG-13,Comedy,0,2,M,6.4
Altered,tt0457275,2006,F,USA,0,Universal Pictures,R,Horror,2,3,M,5.7
When a Stranger Calls,tt0455857,2006,P,USA,0,Screen Gems,PG-13,Crime,0,2,M,5.1
Arthur and the Invisibles,tt0344854,2006,F,France,0,MGM,PG,Animation,0,1,M,6.0
El laberinto del fauno (Pans Labyrinth),tt0457430,2006,P,Spain,0,Picturehouse,R,Drama,0,1,M,8.2
Das Leben Der Anderen,tt0405094,2006,F,Germany,0,Sony Pictures Classics,R,Drama,0,0,M,8.4
Perfume: The Story of a Murderer,tt0396171,2006,P,Germany,0,Dreamworks,R,Crime,0,2,M,7.5
To Have and to Hold,tt0876154,2006,P,Canada,0,N/A,TV-14,Drama,0,2,M,5.6
Lonely Hearts,tt0441774,2006,P,Germany,0,Samuel Goldwyn/Roadside,R,Crime,0,1,M,6.5
I Do,tt0478724,2006,P,France,1,Alliance Atlantis Vivafilm,R,Comedy,0,0,M,6.7
Tales from the Grudge,tt0877368,2006,P,USA,0,N/A,TV-PG,Short,0,1,M,6.5
Glory Road,tt0385726,2006,P,USA,0,N/A,PG,Biography,0,1,M,7.2
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,tt0430164,2006,P,Spain,1,N/A,NOT RATED,Horror,0,1,M,7.0
&quot;Masters of Horror&quot; The V Word,tt0817401,2006,F,Canada,0,,N/A,N/A,0,0,M,5.1
Times and Winds,tt0855729,2006,P,Turkey,0,Kino International,NOT RATED,Drama,0,0,M,7.4
Little Miss Sunshine,tt0449059,2006,P,USA,1,Fox Searchlight,R,Comedy,0,1,M,7.8
Marie Antoinette,tt0422720,2006,P,USA,3,Sony Pictures,PG-13,Biography,1,0,F,6.4
Il caimano (The Caiman),tt0429727,2006,P,France,0,Bac Films,N/A,Comedy,0,0,M,6.7
Avenue Montaigne,tt0444112,2006,P,France,6,ThinkFilm,PG-13,Comedy,0,1,M,6.8
A Few Days in September,tt0446442,2006,P,Italy,1,Koch Lorber Films,N/A,Drama,0,1,M,5.4
Quinceanera,tt0451176,2006,P,USA,5,Sony Pictures Classics,R,Drama,0,1,M,7.1
On the Trail of Igor Rizzi,tt0832958,2006,F,Canada,1,N/A,N/A,Comedy,0,0,M,6.2
Stranger Than Fiction,tt0420223,2006,P,USA,0,Sony Pictures,PG-13,Comedy,0,0,M,7.6
Sherrybaby,tt0423169,2006,P,USA,1,N/A,R,Drama,0,0,M,6.6
Akeelah and the Bee,tt0437800,2006,P,USA,1,Lionsgate Releasing,PG,Drama,0,0,M,7.4
Monmon the Water Spider,tt0768132,2006,F,Japan,1,N/A,N/A,Animation,0,0,M,7.8
&quot;Masters of Horror&quot; Sounds Like,tt0817400,2006,F,Canada,0,,TV-MA,Horror,0,1,M,6.2
Slither,tt0439815,2006,P,Canada,0,Universal Pictures,R,Comedy,0,1,M,6.5
"Architect, The",tt0466665,2006,P,USA,0,Magnolia Pictures,R,Drama,0,1,M,5.6
Volver,tt0441909,2006,P,Spain,5,Sony Pictures Classics,R,Comedy,0,1,M,7.6
Monster House,tt0385880,2006,P,USA,0,Sony Pictures Releasing,PG,Animation,1,0,M,6.6
Loving Annabelle,tt0323120,2006,P,USA,2,Wolfe Releasing,NOT RATED,Drama,3,0,F,6.5
Silent Hill,tt0384537,2006,P,Canada,3,Sony Pictures,R,Horror,0,1,M,6.6
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),tt0808506,2006,P,Japan,6,Tokikake Film Partners,NOT RATED,Animation,0,0,M,7.8
Aquamarine,tt0429591,2006,P,USA,0,20th Century Fox,PG,Comedy,2,1,F,5.3
Snakes on a Plane,tt0417148,2006,P,Germany,0,New Line Cinema,R,Action,0,4,M,5.5
Miss Potter,tt0482546,2006,P,UK,1,MGM,PG,Biography,0,1,M,7.0
Barbie in the 12 Dancing Princesses,tt0859594,2006,P,USA,1,Universal Studios,TV-Y,Animation,0,0,M,6.7
"Hello Sister, Goodbye Life",tt0476013,2006,P,USA,2,Cooper Beech Productions,N/A,Drama,1,1,M,6.3
Take the Lead,tt0446046,2006,P,USA,0,New Line Cinema,PG-13,Drama,0,0,M,6.7
"University of Illinois vs. a Mummy, The",tt1273816,2006,P,USA,0,N/A,N/A,Comedy,0,0,M,8.0
Suburban Mayhem,tt0450506,2006,P,Australia,3,Fortissimo Films,R,Comedy,1,0,M,5.9
Babel,tt0449467,2006,P,France,0,Paramount Classics,R,Drama,0,3,M,7.5
Bridge to Terabithia,tt0398808,2007,P,USA,1,Buena Vista,PG,Adventure,1,1,M,7.2
Evangelion: 1.0: You Are (Not) Alone,tt0923811,2007,P,Japan,0,Eleven Arts,PG-13,Animation,0,0,M,7.8
Diary of the Dead,tt0848557,2007,P,USA,0,The Weinstein Company,R,Fantasy,0,1,M,5.7
Beowulf,tt0442933,2007,P,USA,1,Paramount Pictures,PG-13,Animation,0,2,M,6.2
&quot;Masters of Horror&quot; The Washingtonians,tt0854548,2007,P,USA,0,,N/A,N/A,0,3,M,5.5
Viva,tt0393956,2007,P,USA,0,Cult Epics,R,Comedy,1,0,F,6.0
Racing Daylight,tt0840363,2007,P,USA,1,Vanguard,NOT RATED,Drama,1,0,F,4.5
&quot;Masters of Horror&quot; We All Scream for Ice Cream,tt0817402,2007,P,USA,0,,TV-MA,Horror,0,2,M,5.2
"World Unseen, The",tt1048174,2007,P,South Africa,1,Regent Releasing/here! Films,PG-13,Drama,0,0,M,6.7
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",tt1077274,2007,P,South Korea,2,Éditions Montparnasse,N/A,Animation,0,0,M,6.9
Sydney White,tt0815244,2007,P,USA,0,Universal Pictures,PG-13,Comedy,0,1,M,6.3
Paranormal Activity,tt1179904,2007,P,USA,0,Paramount Pictures,R,Horror,0,0,M,6.3
No Reservations,tt0481141,2007,P,USA,2,Warner Bros. Pictures,PG,Comedy,1,0,M,6.3
Becoming Jane,tt0416508,2007,P,UK,1,Miramax Films,PG,Biography,2,1,M,7.1
Planet Terror,tt1077258,2007,P,USA,0,The Weinstein Co./Dimension,NOT RATED,Action,0,1,M,7.1
Itty Bitty Titty Committee,tt0496328,2007,P,USA,2,Pocket Releasing,NOT RATED,Comedy,3,1,F,5.6
St. Trinian&#39;s,tt0964587,2007,P,UK,0,NeoClassics Films,PG-13,Comedy,1,4,M,5.8
Across the Universe,tt0445922,2007,P,USA,1,Sony,PG-13,Drama,1,2,F,7.4
Smiley Face,tt0780608,2007,P,USA,2,First Look Media,R,Comedy,1,1,M,5.8
Fat Like Me,tt0889600,2007,P,USA,0,A & E,TV-14,Drama,1,0,M,5.9
Dark Mirror,tt0486651,2007,P,USA,3,IFC Films,NOT RATED,Horror,0,2,M,4.8
La vie en rose,tt0450188,2007,P,France,3,N/A,PG-13,Biography,1,0,M,7.6
Love Songs,tt0996605,2007,P,France,0,IFC First Take,UNRATED,Drama,0,0,M,7.2
Death Proof,tt1028528,2007,P,USA,1,The Weinstein Co./Dimension,NOT RATED,Action,0,1,M,7.0
Vexille,tt0970472,2007,P,Japan,0,The Bigger Picture,PG-13,Animation,0,2,M,6.9
[Rec],tt1038988,2007,P,Spain,0,Odeon Sky Filmworks,R,Horror,0,0,M,7.5
Se upp f&ouml;r d&aring;rarna,tt0959342,2007,P,Sweden,2,N/A,N/A,Comedy,1,0,F,5.1
"Golden Compass, The",tt0385752,2007,P,UK,1,New Line Cinema,PG-13,Adventure,0,2,M,6.1
"Secret, The",tt0446463,2007,P,France,4,N/A,R,Drama,1,0,M,6.4
We Are the Strange,tt0923985,2007,F,USA,0,eOne Entertainment Distribution,NOT RATED,Animation,0,0,M,5.5
There Will Be Blood,tt0469494,2007,F,USA,0,Paramount Vantage,R,Drama,0,1,M,8.1
We Own the Night,tt0498399,2007,F,USA,0,Sony/Columbia,R,Crime,0,1,M,6.9
"Bad Mother&#39;s Handbook, The",tt0909010,2007,P,UK,5,Cabin Fever Entertainment,PG-13,Comedy,3,0,M,6.6
Barbie Fairytopia: Magic of the Rainbow,tt1007920,2007,P,USA,1,Universal Studios,TV-Y,Animation,0,0,M,6.1
Ninas Mal,tt0806940,2007,P,Mexico,0,Sony Pictures International,R,Comedy,1,2,M,5.4
American Zombie,tt0765430,2007,P,USA,0,iHQ,NOT RATED,Comedy,2,0,F,5.1
Bratz: Fashion Pixiez,tt2330312,2007,P,USA,0,MGA Entertainment,TV-G,Animation,0,0,M,6.0
"4 Months, 3 Weeks and 2 Days",tt1032846,2007,P,Romania,2,IFC First Take,NOT RATED,Drama,0,1,M,7.9
Dan in Real Life,tt0480242,2007,P,USA,1,Buena Vista,PG-13,Comedy,0,2,M,6.8
Bring It On: In It to Win It,tt0972785,2007,P,USA,1,Universal Pictures,PG-13,Comedy,2,0,M,5.4
Then She Found Me,tt0455805,2007,P,USA,4,ThinkFilm,R,Comedy,2,1,F,6.0
Disturbia,tt0486822,2007,P,USA,0,Dreamworks,PG-13,Crime,0,3,M,6.9
Sword of the Stranger,tt1121794,2007,P,Japan,0,Shochiku Company,NOT RATED,Animation,0,0,M,7.8
"So, You&#39;ve Downloaded a Demon",tt0348062,2007,P,USA,0,Accidental Films,NOT RATED,Comedy,0,2,M,6.5
Welcome to the Quiet Room,tt0997174,2007,P,Japan,1,N/A,N/A,Comedy,0,0,M,7.2
My Blueberry Nights,tt0765120,2007,P,Hong Kong,2,The Weinstein Company,PG-13,Drama,0,1,M,6.7
"Orphanage, The",tt0464141,2007,P,Spain,4,Picturehouse,R,Drama,0,1,M,7.5
Shotgun Stories,tt0952682,2007,P,USA,0,International Film Circuit,PG-13,Drama,0,0,M,7.3
"Babysitters, The",tt0796302,2007,P,USA,2,Peace Arch Entertainment,R,Drama,0,1,M,5.7
La belle personne,tt1263778,2008,P,France,5,IFC Films,UNRATED,Comedy,0,0,M,6.8
Revolutionary Road,tt0959337,2008,P,USA,0,Paramount Vantage,R,Drama,0,2,M,7.3
Waltz with Bashir,tt1185616,2008,F,Israel,0,Sony Pictures Classics,R,Animation,0,1,M,8.0
Possession,tt0368563,2008,P,USA,2,Yari Film Group,PG-13,Drama,0,1,M,5.6
Seven Pounds,tt0814314,2008,P,USA,0,Sony Pictures,PG-13,Drama,0,1,M,7.6
Fanboys,tt0489049,2008,F,USA,0,The Weinstein Co.,PG-13,Adventure,0,3,M,6.6
"Welcome Home, Roscoe Jenkins",tt0494652,2008,P,USA,0,Universal Pictures,PG-13,Comedy,0,1,M,5.4
Grizzly Park,tt0915460,2008,P,USA,0,ScatterScream Productions,R,Comedy,0,0,M,4.1
Twilight,tt1099212,2008,P,USA,0,Summit Entertainment,PG-13,Drama,1,0,F,5.2
Quarantine,tt1082868,2008,P,USA,1,Screen Gems,R,Horror,0,2,M,6.0
Vicky Cristina Barcelona,tt0497465,2008,P,Spain,0,The Weinstein Co.,PG-13,Drama,0,0,M,7.1
"Boy in the Striped Pajamas, The",tt0914798,2008,P,UK,0,Miramax,PG-13,Drama,0,2,M,7.8
All about women,tt1037146,2008,P,Hong Kong,1,N/A,N/A,Comedy,0,0,M,5.0
Skin,tt0964586,2008,P,UK,1,Elysian Films,PG-13,Biography,3,1,M,6.9
Hunger,tt0986233,2008,F,Ireland,0,IFC Films,NOT RATED,Biography,0,1,M,7.6
"Chaser, The",tt1190539,2008,F,South Korea,1,IFC Films,NOT RATED,Action,0,0,M,7.9
Aanrijding in Moscou,tt0948530,2008,P,Belgium,2,NeoClassics Films,NOT RATED,Comedy,0,0,M,7.2
"House Bunny, The",tt0852713,2008,P,USA,2,Sony Pictures/Columbia,PG-13,Comedy,2,0,M,5.5
American Violet,tt1152397,2008,P,USA,2,Samuel Goldwyn Films,PG-13,Drama,0,0,M,7.1
Dead at 17,tt1153103,2008,P,Canada,0,N/A,TV-14,Drama,1,0,M,4.6
Helen,tt1288589,2008,P,UK,3,New Wave Films,UNRATED,Drama,1,2,M,5.8
"Dark Knight, The",tt0468569,2008,P,USA,0,Warner Bros. Pictures/Legendary,PG-13,Action,0,4,M,9.0
High School Musical 3: Senior Year,tt0962726,2008,P,USA,0,Walt Disney Pictures,G,Comedy,0,2,M,4.7
Ghost in the Shell 2.0,tt1260502,2008,P,Japan,1,Manga Entertainment,TV-14,Animation,0,0,M,8.0
Fashion,tt0964516,2008,P,India,3,UTV Communications,N/A,Drama,0,0,M,7.0
Dim Sum Funeral,tt1216477,2008,P,Canada,1,HBO Films,R,Comedy,0,1,F,5.2
Easy Virtue,tt0808244,2008,P,UK,2,Sony Pictures Classics,PG-13,Comedy,0,0,M,6.7
"Synecdoche, New York",tt0383028,2008,P,USA,1,Sydney Kimmel Entertainment,R,Comedy,1,1,F,7.5
"X-Files: I Want to Believe, The",tt0443701,2008,P,USA,0,20th Century Fox,PG-13,Drama,0,3,M,5.9
Were the World Mine,tt0476991,2008,P,USA,0,Wolfe Releasing,NOT RATED,Adventure,0,2,M,7.0
"Family That Preys, The",tt1142798,2008,P,USA,0,Lionsgate,PG-13,Drama,0,1,M,5.4
"Angus, Thongs and Perfect Snogging",tt0963743,2008,P,USA,2,Nickelodeon Movies,PG-13,Comedy,0,3,M,6.4
Deadgirl,tt0896534,2008,F,USA,1,Dark Sky Films,R,Horror,0,1,M,5.7
"Women, The",tt0430770,2008,P,USA,4,Picturehouse Entertainment,PG-13,Comedy,2,0,M,4.9
Kung Fu Panda,tt0441773,2008,P,USA,0,Paramount Pictures,PG,Animation,0,4,M,7.6
Ai no mukidashi,tt1128075,2008,P,Japan,1,Omega Project,UNRATED,Action,0,0,M,8.1
Pirates II: Stagnetti&#39;s Revenge,tt1266097,2008,P,USA,0,N/A,R,Adult,0,1,M,7.9
Lorna&#39;s Silence,tt1186369,2008,P,Belgium,0,Sony Pictures Classics,R,Drama,0,0,M,7.2
Forgetting Sarah Marshall,tt0800039,2008,P,USA,3,Universal Pictures,R,Comedy,0,1,M,7.2
Transsiberian,tt0800241,2008,P,UK,0,First Look,R,Crime,0,1,M,6.7
Rachel Getting Married,tt1084950,2008,P,USA,2,Sony Pictures Classics,R,Drama,1,0,M,6.7
Zombie Strippers!,tt0960890,2008,P,USA,0,Triumph Films,R,Comedy,0,1,M,4.1
Doomsday,tt0483607,2008,P,UK,0,Universal Pictures,R,Action,0,1,M,6.0
While She Was Out,tt0887971,2008,P,USA,3,Anchor Bay Entertainment,R,Crime,1,1,F,4.8
Speed Racer,tt0811080,2008,P,USA,0,Warner Bros. Pictures,PG,Action,2,0,F,6.0
Happy-Go-Lucky,tt1045670,2008,P,UK,1,Miramax Films,R,Comedy,0,1,M,7.0
Keith,tt0435679,2008,P,USA,3,Lili Claire Communications,PG-13,Drama,0,2,M,7.5
Dr. Horrible&#39;s Sing-Along Blog,tt1227926,2008,F,USA,0,,TV-PG,Comedy,0,0,M,8.6
Clash of the Santas,tt1286742,2008,P,UK,1,N/A,NOT RATED,Drama,0,1,M,6.4
Sleep Dealer,tt0804529,2008,F,USA,0,Maya Releasing,PG-13,Drama,0,3,M,5.9
Camp Rock,tt1055366,2008,P,USA,2,Walt Disney Home Entertainment,TV-G,Comedy,2,1,M,5.1
Die Welle,tt1063669,2008,P,Germany,0,Constantin Film,NOT RATED,Drama,0,3,M,7.6
Rambo,tt0462499,2008,F,Germany,0,Lionsgate,R,Action,0,1,M,7.0
French Film,tt0986230,2008,P,UK,0,Slingshot Productions,N/A,Comedy,0,0,M,6.5
Outpost,tt0892899,2008,F,UK,0,Screen Gems,R,Action,0,2,M,5.9
"Gamers: Dorkness Rising, The",tt0447166,2008,P,USA,0,N/A,N/A,Action,0,0,M,7.5
Vantage Point,tt0443274,2008,P,USA,0,Sony Pictures Releasing,PG-13,Action,0,0,M,6.6
27 Dresses,tt0988595,2008,P,USA,4,20th Century Fox,PG-13,Comedy,0,0,F,6.1
"Loss of a Teardrop Diamond, The",tt0896031,2008,P,USA,1,Paladin,PG-13,Drama,0,0,M,5.9
"Burning Plain, The",tt1068641,2008,P,USA,3,Magnolia Pictures,R,Crime,0,1,M,6.8
Nothing But the Truth,tt1073241,2008,P,USA,1,Paramount Pictures,R,Crime,0,0,M,7.2
Cracks,tt1183665,2009,P,UK,0,IFC Films,R,Drama,2,2,F,6.7
